Timestamp,Region,Price,Demand
2018-06-01 21:00:00,TAS1,78.35,1430.13
2018-06-01 21:00:00,SA1,126.18,1761.57
2018-06-01 21:30:00,VIC1,99.15,6035.33
2018-06-01 21:30:00,NSW1,89.72,9422.26
2018-06-01 21:30:00,SA1,121.22,1707.09
2018-06-01 21:30:00,QLD1,82.27,6836.95
2018-06-01 21:30:00,TAS1,78.36,1382.99
2018-06-01 22:00:00,VIC1,91.07,5831.46
2018-06-01 22:00:00,QLD1,73.36,6631.91
2018-06-01 22:00:00,NSW1,80.89,9198.71
2018-06-01 22:00:00,SA1,123.32,1640.35
2018-06-01 22:00:00,TAS1,85.62,1358.5
2018-06-01 22:30:00,VIC1,133.08,5659.47
2018-06-01 22:30:00,TAS1,78.36,1318.58
2018-06-01 22:30:00,SA1,157.98,1571.78
2018-06-01 22:30:00,NSW1,122.74,9159.01
2018-06-01 22:30:00,QLD1,110.18,6555.85
2018-06-01 23:00:00,VIC1,101.45,5465.08
2018-06-01 23:00:00,TAS1,78.36,1283
2018-06-01 23:00:00,SA1,119.39,1484.3
2018-06-01 23:00:00,QLD1,85.97,6425.01
2018-06-01 23:00:00,NSW1,92.85,8862.67
2018-06-01 23:30:00,NSW1,94.73,8759.31
2018-06-01 23:30:00,SA1,193.98,1435.81
2018-06-01 23:30:00,VIC1,166.62,5594.45
2018-06-01 23:30:00,QLD1,85.15,6188.87
2018-06-01 23:30:00,TAS1,78.36,1241.46
2018-06-02 00:00:00,TAS1,85.32,1207.19
2018-06-02 00:00:00,NSW1,75.98,8511.4
2018-06-02 00:00:00,VIC1,174.79,5548.25
2018-06-02 00:00:00,SA1,209.72,1628.51
2018-06-02 00:00:00,QLD1,67.3,5985.45
2018-06-02 00:30:00,VIC1,122.4,5317.7
2018-06-02 00:30:00,TAS1,79.81,1185.53
2018-06-02 00:30:00,SA1,143.89,1535.35
2018-06-02 00:30:00,QLD1,63.25,5743.65
2018-06-02 00:30:00,NSW1,72.66,8298.17
2018-06-02 01:00:00,NSW1,62.97,8055.02
2018-06-02 01:00:00,QLD1,55.1,5544.75
2018-06-02 01:00:00,SA1,159.21,1458.06
2018-06-02 01:00:00,VIC1,136.08,5081.13
2018-06-02 01:00:00,TAS1,78.35,1157.91
2018-06-02 01:30:00,VIC1,94.32,4940.51
2018-06-02 01:30:00,TAS1,78.36,1159.02
2018-06-02 01:30:00,NSW1,65.75,7837.5
2018-06-02 01:30:00,QLD1,56.65,5389.01
2018-06-02 01:30:00,SA1,110.47,1348.32
2018-06-02 02:00:00,VIC1,109.64,4766.62
2018-06-02 02:00:00,TAS1,78.35,1138.08
2018-06-02 02:00:00,SA1,129.55,1259.39
2018-06-02 02:00:00,QLD1,60.49,5351.66
2018-06-02 02:00:00,NSW1,69.54,7567.6
2018-06-02 02:30:00,NSW1,64.82,7223.77
2018-06-02 02:30:00,QLD1,56.7,5289.62
2018-06-02 02:30:00,TAS1,78.36,1150.58
2018-06-02 02:30:00,VIC1,70.18,4572.82
2018-06-02 02:30:00,SA1,79.7,1185.8
2018-06-02 03:00:00,VIC1,70.13,4448.64
2018-06-02 03:00:00,NSW1,66.29,6933.43
2018-06-02 03:00:00,QLD1,57.76,5250.85
2018-06-02 03:00:00,TAS1,84.08,1144.71
2018-06-02 03:00:00,SA1,78.42,1134.45
2018-06-02 03:30:00,TAS1,78.35,1133.59
2018-06-02 03:30:00,SA1,73.18,1120.63
2018-06-02 03:30:00,QLD1,54.87,5256.15
2018-06-02 03:30:00,NSW1,62.9,6685.86
2018-06-02 03:30:00,VIC1,66.28,4393.42
2018-06-02 04:00:00,NSW1,64.25,6607.99
2018-06-02 04:00:00,QLD1,56.12,5275.38
2018-06-02 04:00:00,SA1,74.91,1088.64
2018-06-02 04:00:00,TAS1,78.36,1151.91
2018-06-02 04:00:00,VIC1,67.72,4375.11
2018-06-02 04:30:00,QLD1,63.36,5342.77
2018-06-02 04:30:00,VIC1,76.98,4346.68
2018-06-02 04:30:00,TAS1,79.46,1153.35
2018-06-02 04:30:00,SA1,86.19,1089.06
2018-06-02 04:30:00,NSW1,72.54,6623.34
2018-06-02 05:00:00,NSW1,67.09,6629.62
2018-06-02 05:00:00,VIC1,71.63,4349.22
2018-06-02 05:00:00,TAS1,78.36,1148.56
2018-06-02 05:00:00,SA1,81.17,1075.61
2018-06-02 05:00:00,QLD1,58.96,5408.12
2018-06-02 05:30:00,QLD1,62.82,5524.89
2018-06-02 05:30:00,SA1,85.35,1079.3
2018-06-02 05:30:00,VIC1,76.36,4433.56
2018-06-02 05:30:00,NSW1,71.58,6811.95
2018-06-02 05:30:00,TAS1,78.36,1166.92
2018-06-02 06:00:00,NSW1,61.69,6942.71
2018-06-02 06:00:00,VIC1,66.22,4522.46
2018-06-02 06:00:00,SA1,73.53,1080.46
2018-06-02 06:00:00,TAS1,78.36,1182.77
2018-06-02 06:00:00,QLD1,54.98,5646.49
2018-06-02 06:30:00,NSW1,68.51,7298.77
2018-06-02 06:30:00,QLD1,62.13,5851.64
2018-06-02 06:30:00,SA1,126.06,1142.77
2018-06-02 06:30:00,TAS1,90.66,1196.56
2018-06-02 06:30:00,VIC1,113.27,4721.24
2018-06-02 07:00:00,QLD1,68.45,6045.91
2018-06-02 07:00:00,VIC1,112.01,4888.34
2018-06-02 07:00:00,TAS1,78.36,1235.78
2018-06-02 07:00:00,SA1,124.59,1221.83
2018-06-02 07:00:00,NSW1,75.92,7628.54
2018-06-02 07:30:00,TAS1,84.51,1276.98
2018-06-02 07:30:00,NSW1,79.38,8071.39
2018-06-02 07:30:00,QLD1,69.94,6249.41
2018-06-02 07:30:00,SA1,100.63,1291.25
2018-06-02 07:30:00,VIC1,92.87,5042.3
2018-06-02 08:00:00,VIC1,106.93,5331.61
2018-06-02 08:00:00,SA1,113.05,1345.13
2018-06-02 08:00:00,TAS1,84.51,1333.65
2018-06-02 08:00:00,QLD1,80.01,6293.95
2018-06-02 08:00:00,NSW1,93.22,8544.65
2018-06-02 08:30:00,SA1,147.29,1407.93
2018-06-02 08:30:00,NSW1,94.55,8814.16
2018-06-02 08:30:00,QLD1,78.98,6204.27
2018-06-02 08:30:00,TAS1,78.36,1394.82
2018-06-02 08:30:00,VIC1,137.81,5591.67
2018-06-02 09:00:00,QLD1,79.56,6068.13
2018-06-02 09:00:00,SA1,135.98,1460.78
2018-06-02 09:00:00,NSW1,97.52,8931.62
