C,NEMP.WORLD,PRICES,AEMO,PUBLIC,2018/07/06,04:05:40,0000000296707773,,0000000296707767
I,DREGION,,2,SETTLEMENTDATE,RUNNO,REGIONID,INTERVENTION,RRP,EEP,ROP,APCFLAG,MARKETSUSPENDEDFLAG,TOTALDEMAND,DEMANDFORECAST,DISPATCHABLEGENERATION,DISPATCHABLELOAD,NETINTERCHANGE,EXCESSGENERATION,LOWER5MINDISPATCH,LOWER5MINIMPORT,LOWER5MINLOCALDISPATCH,LOWER5MINLOCALPRICE,LOWER5MINLOCALREQ,LOWER5MINPRICE,LOWER5MINREQ,LOWER5MINSUPPLYPRICE,LOWER60SECDISPATCH,LOWER60SECIMPORT,LOWER60SECLOCALDISPATCH,LOWER60SECLOCALPRICE,LOWER60SECLOCALREQ,LOWER60SECPRICE,LOWER60SECREQ,LOWER60SECSUPPLYPRICE,LOWER6SECDISPATCH,LOWER6SECIMPORT,LOWER6SECLOCALDISPATCH,LOWER6SECLOCALPRICE,LOWER6SECLOCALREQ,LOWER6SECPRICE,LOWER6SECREQ,LOWER6SECSUPPLYPRICE,RAISE5MINDISPATCH,RAISE5MINIMPORT,RAISE5MINLOCALDISPATCH,RAISE5MINLOCALPRICE,RAISE5MINLOCALREQ,RAISE5MINPRICE,RAISE5MINREQ,RAISE5MINSUPPLYPRICE,RAISE60SECDISPATCH,RAISE60SECIMPORT,RAISE60SECLOCALDISPATCH,RAISE60SECLOCALPRICE,RAISE60SECLOCALREQ,RAISE60SECPRICE,RAISE60SECREQ,RAISE60SECSUPPLYPRICE,RAISE6SECDISPATCH,RAISE6SECIMPORT,RAISE6SECLOCALDISPATCH,RAISE6SECLOCALPRICE,RAISE6SECLOCALREQ,RAISE6SECPRICE,RAISE6SECREQ,RAISE6SECSUPPLYPRICE,AGGREGATEDISPATCHERROR,AVAILABLEGENERATION,AVAILABLELOAD,INITIALSUPPLY,CLEAREDSUPPLY,LOWERREGIMPORT,LOWERREGLOCALDISPATCH,LOWERREGLOCALREQ,LOWERREGREQ,RAISEREGIMPORT,RAISEREGLOCALDISPATCH,RAISEREGLOCALREQ,RAISEREGREQ,RAISE5MINLOCALVIOLATION,RAISEREGLOCALVIOLATION,RAISE60SECLOCALVIOLATION,RAISE6SECLOCALVIOLATION,LOWER5MINLOCALVIOLATION,LOWERREGLOCALVIOLATION,LOWER60SECLOCALVIOLATION,LOWER6SECLOCALVIOLATION,RAISE5MINVIOLATION,RAISEREGVIOLATION,RAISE60SECVIOLATION,RAISE6SECVIOLATION,LOWER5MINVIOLATION,LOWERREGVIOLATION,LOWER60SECVIOLATION,LOWER6SECVIOLATION,RAISE6SECRRP,RAISE6SECROP,RAISE6SECAPCFLAG,RAISE60SECRRP,RAISE60SECROP,RAISE60SECAPCFLAG,RAISE5MINRRP,RAISE5MINROP,RAISE5MINAPCFLAG,RAISEREGRRP,RAISEREGROP,RAISEREGAPCFLAG,LOWER6SECRRP,LOWER6SECROP,LOWER6SECAPCFLAG,LOWER60SECRRP,LOWER60SECROP,LOWER60SECAPCFLAG,LOWER5MINRRP,LOWER5MINROP,LOWER5MINAPCFLAG,LOWERREGRRP,LOWERREGROP,LOWERREGAPCFLAG
D,DREGION,,2,"2018/07/05 04:05:00",1,NSW1,0,53.75,0,53.75,0,0,6754.37,-16.98828,5675.48,40,-1118.88,0,,,151.29,,,,,,,,89.08,,,,,,,,12,,,,,,,,383.56,,,,,,,,225.6,,,,,,,,214.6,,,,,,0,11819.23968,40,6856.93555,6841.15,,33,,,,52.04,,,,,,,,,,,,,,,,,,,3.86,3.86,0,4.33,4.33,0,14.49,14.49,0,24.97,24.97,0,0.03,0.03,0,0.15,0.15,0,0.45,0.45,0,10,10,0
D,DREGION,,2,"2018/07/05 04:05:00",1,QLD1,0,53.58257,0,53.58257,0,0,5037.23,34.05005,5353.93,240,76.7,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,25,,,,,,,,47,,,,,,,,17.67,,,,,,9.20796,9741,240,5236.89014,5277.16,,0,,,,25.96,,,,,,,,,,,,,,,,,,,3.86,3.86,0,4.33,4.33,0,14.49,14.49,0,24.97,24.97,0,0.03,0.03,0,0.15,0.15,0,0.45,0.45,0,10,10,0
D,DREGION,,2,"2018/07/05 04:05:00",1,SA1,0,8.23405,0,8.23405,0,0,1029.58,0.6195,1198.94,0,169.36,0,,,40,,,,,,,,19,,,,,,,,40,,,,,,,,41,,,,,,,,19,,,,,,,,63,,,,,,4.31973,2690.64,80,1068.83447,1034.03,,37,,,,0,,,,,,,,,,,,,,,,,,,3.86,3.86,0,4.33,4.33,0,14.49,14.49,0,24.97,24.97,0,0.03,0.03,0,0.15,0.15,0,0.45,0.45,0,10,10,0
D,DREGION,,2,"2018/07/05 04:05:00",1,TAS1,0,8.91805,0,8.91805,0,0,1019.87,2.15762,1147.62,0,127.75,0,,,23.25,,,,,,,,32.19,,,,,,,,32.19,,,,,,,,0,,,,,,,,61.41,,,,,,,,40.75,,,,,,3.52226,2292.52,0,1015.24878,1021.04,,50,,,,50,,,,,,,,,,,,,,,,,,,3.86,3.86,0,4.33,4.33,0,14.49,14.49,0,24.31,24.31,0,0.02,0.02,0,0.03,0.03,0,0.04,0.04,0,4.33,4.33,0
D,DREGION,,2,"2018/07/05 04:05:00",1,VIC1,0,25.96156,0,25.96156,0,0,3834.57,3.6145,4665.32,0,830.76,0,,,80.25,,,,,,,,55.25,,,,,,,,16.83,,,,,,,,91,,,,,,,,98,,,,,,,,115,,,,,,0,9217.04568,0,3876.58008,3867.92,,0,,,,2,,,,,,,,,,,,,,,,,,,3.86,3.86,0,4.33,4.33,0,14.49,14.49,0,24.97,24.97,0,0.03,0.03,0,0.15,0.15,0,0.45,0.45,0,10,10,0
D,DREGION,,2,"2018/07/05 04:05:00",1,NSW1,1,53.75,0,53.75,0,0,6754.37,-16.98828,5649.19,40,-1145.18,0,,,149.93,,,,,,,,87.71,,,,,,,,13.84,,,,,,,,398.59,,,,,,,,235.6,,,,,,,,234.6,,,,,,0,11819.23968,40,6856.93555,6845.27,,32,,,,50.01,,,,,,,,,,,,,,,,,,,4.7,4.7,0,5,5,0,14.6,14.6,0,24.97,24.97,0,0.03,0.03,0,0.15,0.15,0,0.45,0.45,0,10,10,0
D,DREGION,,2,"2018/07/05 04:05:00",1,QLD1,1,53.58257,0,53.58257,0,0,5037.23,34.05005,5341.54,240,64.31,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,20,,,,,,,,37,,,,,,,,14.67,,,,,,9.20796,9741,240,5236.89014,5277.14,,0,,,,25.99,,,,,,,,,,,,,,,,,,,4.7,4.7,0,5,5,0,14.6,14.6,0,24.97,24.97,0,0.03,0.03,0,0.15,0.15,0,0.45,0.45,0,10,10,0
D,DREGION,,2,"2018/07/05 04:05:00",1,SA1,1,7.63605,0,7.63605,0,0,1029.58,0.6195,1352.94,0,323.36,0,,,40,,,,,,,,19,,,,,,,,40,,,,,,,,41,,,,,,,,19,,,,,,,,63,,,,,,4.31973,2690.64,80,1068.83447,1041.91,,38,,,,0,,,,,,,,,,,,,,,,,,,4.7,4.7,0,5,5,0,14.6,14.6,0,24.97,24.97,0,0.03,0.03,0,0.15,0.15,0,0.45,0.45,0,10,10,0
D,DREGION,,2,"2018/07/05 04:05:00",1,TAS1,1,8.91966,0,8.91966,0,0,1019.87,2.15762,1147.61,0,127.74,0,,,23.24,,,,,,,,32.18,,,,,,,,32.18,,,,,,,,0,,,,,,,,113.44,,,,,,,,54.77,,,,,,3.52226,2292.52,0,1015.24878,1021.04,,50,,,,50,,,,,,,,,,,,,,,,,,,4.7,4.7,0,5,5,0,14.6,14.6,0,24.31,24.31,0,0.02,0.02,0,0.03,0.03,0,0.04,0.04,0,4.33,4.33,0
D,DREGION,,2,"2018/07/05 04:05:00",1,VIC1,1,25.83312,0,25.83312,0,0,3834.57,3.6145,4580.89,0,746.33,0,,,81.63,,,,,,,,56.63,,,,,,,,15,,,,,,,,81,,,,,,,,46,,,,,,,,84,,,,,,0,9217.04568,0,3876.58008,3886.81,,0,,,,4,,,,,,,,,,,,,,,,,,,4.7,4.7,0,5,5,0,14.6,14.6,0,24.97,24.97,0,0.03,0.03,0,0.15,0.15,0,0.45,0.45,0,10,10,0
