C,NEMP.WORLD,PRICES,AEMO,PUBLIC,2018/06/19,04:05:27,0000000296132347,,0000000296132341
I,DREGION,,2,SETTLEMENTDATE,RUNNO,REGIONID,INTERVENTION,RRP,EEP,ROP,APCFLAG,MARKETSUSPENDEDFLAG,TOTALDEMAND,DEMANDFORECAST,DISPATCHABLEGENERATION,DISPATCHABLELOAD,NETINTERCHANGE,EXCESSGENERATION,LOWER5MINDISPATCH,LOWER5MINIMPORT,LOWER5MINLOCALDISPATCH,LOWER5MINLOCALPRICE,LOWER5MINLOCALREQ,LOWER5MINPRICE,LOWER5MINREQ,LOWER5MINSUPPLYPRICE,LOWER60SECDISPATCH,LOWER60SECIMPORT,LOWER60SECLOCALDISPATCH,LOWER60SECLOCALPRICE,LOWER60SECLOCALREQ,LOWER60SECPRICE,LOWER60SECREQ,LOWER60SECSUPPLYPRICE,LOWER6SECDISPATCH,LOWER6SECIMPORT,LOWER6SECLOCALDISPATCH,LOWER6SECLOCALPRICE,LOWER6SECLOCALREQ,LOWER6SECPRICE,LOWER6SECREQ,LOWER6SECSUPPLYPRICE,RAISE5MINDISPATCH,RAISE5MINIMPORT,RAISE5MINLOCALDISPATCH,RAISE5MINLOCALPRICE,RAISE5MINLOCALREQ,RAISE5MINPRICE,RAISE5MINREQ,RAISE5MINSUPPLYPRICE,RAISE60SECDISPATCH,RAISE60SECIMPORT,RAISE60SECLOCALDISPATCH,RAISE60SECLOCALPRICE,RAISE60SECLOCALREQ,RAISE60SECPRICE,RAISE60SECREQ,RAISE60SECSUPPLYPRICE,RAISE6SECDISPATCH,RAISE6SECIMPORT,RAISE6SECLOCALDISPATCH,RAISE6SECLOCALPRICE,RAISE6SECLOCALREQ,RAISE6SECPRICE,RAISE6SECREQ,RAISE6SECSUPPLYPRICE,AGGREGATEDISPATCHERROR,AVAILABLEGENERATION,AVAILABLELOAD,INITIALSUPPLY,CLEAREDSUPPLY,LOWERREGIMPORT,LOWERREGLOCALDISPATCH,LOWERREGLOCALREQ,LOWERREGREQ,RAISEREGIMPORT,RAISEREGLOCALDISPATCH,RAISEREGLOCALREQ,RAISEREGREQ,RAISE5MINLOCALVIOLATION,RAISEREGLOCALVIOLATION,RAISE60SECLOCALVIOLATION,RAISE6SECLOCALVIOLATION,LOWER5MINLOCALVIOLATION,LOWERREGLOCALVIOLATION,LOWER60SECLOCALVIOLATION,LOWER6SECLOCALVIOLATION,RAISE5MINVIOLATION,RAISEREGVIOLATION,RAISE60SECVIOLATION,RAISE6SECVIOLATION,LOWER5MINVIOLATION,LOWERREGVIOLATION,LOWER60SECVIOLATION,LOWER6SECVIOLATION,RAISE6SECRRP,RAISE6SECROP,RAISE6SECAPCFLAG,RAISE60SECRRP,RAISE60SECROP,RAISE60SECAPCFLAG,RAISE5MINRRP,RAISE5MINROP,RAISE5MINAPCFLAG,RAISEREGRRP,RAISEREGROP,RAISEREGAPCFLAG,LOWER6SECRRP,LOWER6SECROP,LOWER6SECAPCFLAG,LOWER60SECRRP,LOWER60SECROP,LOWER60SECAPCFLAG,LOWER5MINRRP,LOWER5MINROP,LOWER5MINAPCFLAG,LOWERREGRRP,LOWERREGROP,LOWERREGAPCFLAG
D,DREGION,,2,"2018/06/18 04:05:00",1,NSW1,0,48,0,48,0,0,6637.03,-3.16748,6078.98,120,-678.05,0,,,100,,,,,,,,55,,,,,,,,23.81,,,,,,,,342.25,,,,,,,,191.2,,,,,,,,198.94,,,,,,0,11923.9065,120,6767.84473,6762.8,,32,,,,54.93,,,,,,,,,,,,,,,,,,,13.4,13.4,0,10,10,0,28.49,28.49,0,28.49,28.49,0,0.03,0.03,0,0.14,0.14,0,0.19,0.19,0,10,10,0
D,DREGION,,2,"2018/06/18 04:05:00",1,QLD1,0,45.88822,0,45.88822,0,0,5301.99,42.1665,5689.93,0,387.95,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,21,,,,,,,,66,,,,,,,,31,,,,,,-3.80327,9868,240,5266.24658,5303.75,,0,,,,30,,,,,,,,,,,,,,,,,,,13.4,13.4,0,10,10,0,28.49,28.49,0,28.49,28.49,0,0.03,0.03,0,0.14,0.14,0,0.19,0.19,0,10,10,0
D,DREGION,,2,"2018/06/18 04:05:00",1,SA1,0,54.24322,0,54.24322,0,0,1102.5,-4.39106,665.08,0,-437.42,0,,,40,,,,,,,,19,,,,,,,,40,,,,,,,,41,,,,,,,,19,,,,,,,,63,,,,,,-6.48624,2237.08,80,1164.19788,1124.9,,34,,,,0,,,,,,,,,,,,,,,,,,,13.4,13.4,0,10,10,0,28.49,28.49,0,28.49,28.49,0,0.03,0.03,0,0.14,0.14,0,0.19,0.19,0,10,10,0
D,DREGION,,2,"2018/06/18 04:05:00",1,TAS1,0,44.83829,0,44.83829,0,0,1063.74,1.74393,1193.4,0,129.66,0,,,24.8,,,,,,,,29.78,,,,,,,,29.78,,,,,,,,70.93,,,,,,,,117.94,,,,,,,,66.53,,,,,,2.31055,2174.104,0,1061.05286,1064.95,,50,,,,45.07,,,,,,,,,,,,,,,,,,,13.4,13.4,0,10,10,0,28.49,28.49,0,28.49,28.49,0,0.02,0.02,0,0.05,0.05,0,0.17,0.17,0,6,6,0
D,DREGION,,2,"2018/06/18 04:05:00",1,VIC1,0,46.28677,0,46.28677,0,0,4010.28,10.35059,4661.27,0,650.99,0,,,120.17,,,,,,,,75.61,,,,,,,,15,,,,,,,,64,,,,,,,,49,,,,,,,,83.67,,,,,,0,8374.27,0,4026.3291,4032.27,,4,,,,0,,,,,,,,,,,,,,,,,,,13.4,13.4,0,10,10,0,28.49,28.49,0,28.49,28.49,0,0.03,0.03,0,0.14,0.14,0,0.19,0.19,0,10,10,0
D,DREGION,,2,"2018/06/18 04:10:00",1,NSW1,0,52.00906,0,52.00906,0,0,6652.28,-17.11719,6251.97,120,-520.31,0,,,114,,,,,,,,55,,,,,,,,35.62,,,,,,,,355,,,,,,,,201.2,,,,,,,,213.18,,,,,,0,11935.4425,120,6794.88086,6774.77,,32,,,,56.13,,,,,,,,,,,,,,,,,,,13.39,13.39,0,10,10,0,23,23,0,24.97,24.97,0,0.03,0.03,0,0.14,0.14,0,0.19,0.19,0,10,10,0
D,DREGION,,2,"2018/06/18 04:10:00",1,QLD1,0,49.73004,0,49.73004,0,0,5322.6,6.62158,5697.01,0,374.42,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,21,,,,,,,,51,,,,,,,,16,,,,,,0,9868,240,5318.32568,5324.11,,0,,,,23.87,,,,,,,,,,,,,,,,,,,13.39,13.39,0,10,10,0,23,23,0,24.97,24.97,0,0.03,0.03,0,0.14,0.14,0,0.19,0.19,0,10,10,0
D,DREGION,,2,"2018/06/18 04:10:00",1,SA1,0,61.31096,0,61.31096,0,0,1149.77,-1.56873,661.71,0,-488.05,0,,,40,,,,,,,,19,,,,,,,,40,,,,,,,,41,,,,,,,,19,,,,,,,,63,,,,,,0,2233.712,80,1178.6261,1177.2,,34,,,,0,,,,,,,,,,,,,,,,,,,13.39,13.39,0,10,10,0,23,23,0,24.97,24.97,0,0.03,0.03,0,0.14,0.14,0,0.19,0.19,0,10,10,0
D,DREGION,,2,"2018/06/18 04:10:00",1,TAS1,0,49.66668,0,49.66668,0,0,1070.79,0.09476,1194.45,0,123.65,0,,,18.9,,,,,,,,23.66,,,,,,,,23.66,,,,,,,,52.65,,,,,,,,116.03,,,,,,,,73.71,,,,,,4.55398,2175.348,0,1067.75269,1071.88,,50,,,,50,,,,,,,,,,,,,,,,,,,13.39,13.39,0,10,10,0,23,23,0,23,23,0,0.02,0.02,0,0.05,0.05,0,0.17,0.17,0,6,6,0
D,DREGION,,2,"2018/06/18 04:10:00",1,VIC1,0,51.28313,0,51.28313,0,0,4061.91,3.5,4630.33,0,568.42,0,,,112.15,,,,,,,,80.42,,,,,,,,15,,,,,,,,69,,,,,,,,54,,,,,,,,75.33,,,,,,14.83377,8333.332,0,4068.97144,4087.51,,4,,,,0,,,,,,,,,,,,,,,,,,,13.39,13.39,0,10,10,0,23,23,0,24.97,24.97,0,0.03,0.03,0,0.14,0.14,0,0.19,0.19,0,10,10,0
