C,NEMP.WORLD,PRICES,AEMO,PUBLIC,2018/07/09,04:05:30,0000000296805000,,0000000296804994
I,DREGION,,2,SETTLEMENTDATE,RUNNO,REGIONID,INTERVENTION,RRP,EEP,ROP,APCFLAG,MARKETSUSPENDEDFLAG,TOTALDEMAND,DEMANDFORECAST,DISPATCHABLEGENERATION,DISPATCHABLELOAD,NETINTERCHANGE,EXCESSGENERATION,LOWER5MINDISPATCH,LOWER5MINIMPORT,LOWER5MINLOCALDISPATCH,LOWER5MINLOCALPRICE,LOWER5MINLOCALREQ,LOWER5MINPRICE,LOWER5MINREQ,LOWER5MINSUPPLYPRICE,LOWER60SECDISPATCH,LOWER60SECIMPORT,LOWER60SECLOCALDISPATCH,LOWER60SECLOCALPRICE,LOWER60SECLOCALREQ,LOWER60SECPRICE,LOWER60SECREQ,LOWER60SECSUPPLYPRICE,LOWER6SECDISPATCH,LOWER6SECIMPORT,LOWER6SECLOCALDISPATCH,LOWER6SECLOCALPRICE,LOWER6SECLOCALREQ,LOWER6SECPRICE,LOWER6SECREQ,LOWER6SECSUPPLYPRICE,RAISE5MINDISPATCH,RAISE5MINIMPORT,RAISE5MINLOCALDISPATCH,RAISE5MINLOCALPRICE,RAISE5MINLOCALREQ,RAISE5MINPRICE,RAISE5MINREQ,RAISE5MINSUPPLYPRICE,RAISE60SECDISPATCH,RAISE60SECIMPORT,RAISE60SECLOCALDISPATCH,RAISE60SECLOCALPRICE,RAISE60SECLOCALREQ,RAISE60SECPRICE,RAISE60SECREQ,RAISE60SECSUPPLYPRICE,RAISE6SECDISPATCH,RAISE6SECIMPORT,RAISE6SECLOCALDISPATCH,RAISE6SECLOCALPRICE,RAISE6SECLOCALREQ,RAISE6SECPRICE,RAISE6SECREQ,RAISE6SECSUPPLYPRICE,AGGREGATEDISPATCHERROR,AVAILABLEGENERATION,AVAILABLELOAD,INITIALSUPPLY,CLEAREDSUPPLY,LOWERREGIMPORT,LOWERREGLOCALDISPATCH,LOWERREGLOCALREQ,LOWERREGREQ,RAISEREGIMPORT,RAISEREGLOCALDISPATCH,RAISEREGLOCALREQ,RAISEREGREQ,RAISE5MINLOCALVIOLATION,RAISEREGLOCALVIOLATION,RAISE60SECLOCALVIOLATION,RAISE6SECLOCALVIOLATION,LOWER5MINLOCALVIOLATION,LOWERREGLOCALVIOLATION,LOWER60SECLOCALVIOLATION,LOWER6SECLOCALVIOLATION,RAISE5MINVIOLATION,RAISEREGVIOLATION,RAISE60SECVIOLATION,RAISE6SECVIOLATION,LOWER5MINVIOLATION,LOWERREGVIOLATION,LOWER60SECVIOLATION,LOWER6SECVIOLATION,RAISE6SECRRP,RAISE6SECROP,RAISE6SECAPCFLAG,RAISE60SECRRP,RAISE60SECROP,RAISE60SECAPCFLAG,RAISE5MINRRP,RAISE5MINROP,RAISE5MINAPCFLAG,RAISEREGRRP,RAISEREGROP,RAISEREGAPCFLAG,LOWER6SECRRP,LOWER6SECROP,LOWER6SECAPCFLAG,LOWER60SECRRP,LOWER60SECROP,LOWER60SECAPCFLAG,LOWER5MINRRP,LOWER5MINROP,LOWER5MINAPCFLAG,LOWERREGRRP,LOWERREGROP,LOWERREGAPCFLAG
D,DREGION,,2,"2018/07/08 04:05:00",1,NSW1,0,54.67564,0,54.67564,0,0,6488.09,-9.68262,5451.53,0,-1036.56,0,,,158,,,,,,,,95,,,,,,,,52,,,,,,,,364.4,,,,,,,,223.01,,,,,,,,210,,,,,,0,12223.36639,0,6568.04395,6520.79,,47.6,,,,53,,,,,,,,,,,,,,,,,,,2,2,0,3.04,3.04,0,14.49,14.49,0,25.81,25.81,0,0.03,0.03,0,0.17,0.17,0,0.8,0.8,0,25,25,0
D,DREGION,,2,"2018/07/08 04:05:00",1,QLD1,0,53.73004,0,53.73004,0,0,4984.78,15.23169,5373.09,245,143.31,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,24,,,,,,,,46,,,,,,,,16.67,,,,,,2.76445,9894,245,5210.04004,5230,,19.88,,,,25,,,,,,,,,,,,,,,,,,,2,2,0,3.04,3.04,0,14.49,14.49,0,25.81,25.81,0,0.03,0.03,0,0.17,0.17,0,0.8,0.8,0,25,25,0
D,DREGION,,2,"2018/07/08 04:05:00",1,SA1,0,1.8119,0,1.8119,0,0,972.96,-5.57048,1025.95,0,52.99,0,,,40,,,,,,,,19,,,,,,,,40,,,,,,,,41,,,,,,,,19,,,,,,,,63,,,,,,0,2639.952,80,990.88464,973.18,,10,,,,0,,,,,,,,,,,,,,,,,,,2,2,0,3.04,3.04,0,14.49,14.49,0,25.81,25.81,0,0.03,0.03,0,0.17,0.17,0,0.8,0.8,0,25,25,0
D,DREGION,,2,"2018/07/08 04:05:00",1,TAS1,0,28.66,0,28.66,0,0,1079.6,0.86435,1170.63,0,91.03,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,16.15,,,,,,,,60.3,,,,,,,,87.24,,,,,,14.22712,2371.961,0,1066.31909,1080.1,,40.53,,,,50,,,,,,,,,,,,,,,,,,,4.95,4.95,0,4.23,4.23,0,16.63,16.63,0,18.16,18.16,0,0,0,0,0,0,0,0,0,0,4.55,4.55,0
D,DREGION,,2,"2018/07/08 04:05:00",1,VIC1,0,23.29922,0,23.29922,0,0,3801.48,-6.0354,4601.65,0,800.17,0,,,99.59,,,,,,,,89.91,,,,,,,,20.11,,,,,,,,97,,,,,,,,106,,,,,,,,77.4,,,,,,13.53731,9412.73449,0,3854.34424,3818.79,,2,,,,2,,,,,,,,,,,,,,,,,,,2,2,0,3.04,3.04,0,14.49,14.49,0,25.81,25.81,0,0.03,0.03,0,0.17,0.17,0,0.8,0.8,0,25,25,0
D,DREGION,,2,"2018/07/08 04:05:00",1,NSW1,1,52.52,0,52.52,0,0,6488.09,-9.68262,5221.85,0,-1266.23,0,,,158.22,,,,,,,,95,,,,,,,,52,,,,,,,,384.92,,,,,,,,232,,,,,,,,224.72,,,,,,0,12223.36639,0,6568.04395,6548,,42,,,,58.79,,,,,,,,,,,,,,,,,,,4.6,4.6,0,4.69,4.69,0,14.6,14.6,0,25.81,25.81,0,0.03,0.03,0,0.17,0.17,0,0.8,0.8,0,18,18,0
D,DREGION,,2,"2018/07/08 04:05:00",1,QLD1,1,51.95095,0,51.95095,0,0,4984.78,15.23169,5333.3,245,103.51,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,19,,,,,,,,36,,,,,,,,13.67,,,,,,2.76445,9894,245,5210.04004,5229.81,,18.69,,,,17.21,,,,,,,,,,,,,,,,,,,4.6,4.6,0,4.69,4.69,0,14.6,14.6,0,25.81,25.81,0,0.03,0.03,0,0.17,0.17,0,0.8,0.8,0,18,18,0
D,DREGION,,2,"2018/07/08 04:05:00",1,SA1,1,8.18446,0,8.18446,0,0,972.96,-5.57048,1250.95,0,277.99,0,,,40,,,,,,,,19,,,,,,,,40,,,,,,,,41,,,,,,,,19,,,,,,,,63,,,,,,0,2639.952,80,990.88464,985.44,,10,,,,0,,,,,,,,,,,,,,,,,,,4.6,4.6,0,4.69,4.69,0,14.6,14.6,0,25.81,25.81,0,0.03,0.03,0,0.17,0.17,0,0.8,0.8,0,18,18,0
D,DREGION,,2,"2018/07/08 04:05:00",1,TAS1,1,24.21736,0,24.21736,0,0,1079.6,0.86435,1175.49,0,95.89,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,11.75,,,,,,,,116.44,,,,,,,,65.05,,,,,,14.22712,2371.961,0,1066.31909,1080.18,,45.31,,,,50,,,,,,,,,,,,,,,,,,,4.95,4.95,0,4.69,4.69,0,16.63,16.63,0,21.33,21.33,0,0,0,0,0,0,0,0,0,0,4.55,4.55,0
D,DREGION,,2,"2018/07/08 04:05:00",1,VIC1,1,25.2445,0,25.2445,0,0,3801.48,-6.0354,4718.72,0,917.24,0,,,99.37,,,,,,,,85.13,,,,,,,,15.33,,,,,,,,87,,,,,,,,52,,,,,,,,89,,,,,,13.53731,9412.73449,0,3854.34424,3856.88,,4,,,,4,,,,,,,,,,,,,,,,,,,4.6,4.6,0,4.69,4.69,0,14.6,14.6,0,25.81,25.81,0,0.03,0.03,0,0.17,0.17,0,0.8,0.8,0,18,18,0
D,DREGION,,2,"2018/07/08 04:10:00",1,NSW1,0,35.56822,0,35.56822,0,0,6450.03,-2.01855,5308.33,0,-1141.7,0,,,113.51,,,,,,,,71.4,,,,,,,,52,,,,,,,,363.99,,,,,,,,225.76,,,,,,,,210,,,,,,1.08589,12214.53518,0,6506.47412,6491.42,,51.73,,,,52,,,,,,,,,,,,,,,,,,,2,2,0,3.04,3.04,0,14.49,14.49,0,24.97,24.97,0,0.03,0.03,0,0.15,0.15,0,0.52909,0.52909,0,20.53003,20.53003,0
D,DREGION,,2,"2018/07/08 04:10:00",1,QLD1,0,34.93986,0,34.93986,0,0,4946.69,15.53125,5341.2,245,149.51,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,24,,,,,,,,46,,,,,,,,13.73,,,,,,-0.44183,9894,245,5174.99121,5191.95,,15.69,,,,26,,,,,,,,,,,,,,,,,,,2,2,0,3.04,3.04,0,14.49,14.49,0,24.97,24.97,0,0.03,0.03,0,0.15,0.15,0,0.52909,0.52909,0,20.53003,20.53003,0
D,DREGION,,2,"2018/07/08 04:10:00",1,SA1,0,9.6283,0,9.6283,0,0,986.01,-3.37069,1033.27,0,47.27,0,,,40,,,,,,,,19,,,,,,,,40,,,,,,,,41,,,,,,,,19,,,,,,,,63,,,,,,-2.87472,2647.272,80,1005.75861,986.16,,10,,,,0,,,,,,,,,,,,,,,,,,,2,2,0,3.04,3.04,0,14.49,14.49,0,24.97,24.97,0,0.03,0.03,0,0.15,0.15,0,0.52909,0.52909,0,20.53003,20.53003,0
D,DREGION,,2,"2018/07/08 04:10:00",1,TAS1,0,31.83,0,31.83,0,0,1073.39,-0.1731,1164.46,0,91.07,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,16.85,,,,,,,,58.45,,,,,,,,91.48,,,,,,9.81714,2373.018,0,1065.09436,1073.88,,40.58,,,,50,,,,,,,,,,,,,,,,,,,4.95,4.95,0,4.23,4.23,0,16.63,16.63,0,21.33,21.33,0,0,0,0,0,0,0,0,0,0,4.55,4.55,0
D,DREGION,,2,"2018/07/08 04:10:00",1,VIC1,0,19.66722,0,19.66722,0,0,3804,-8.60864,4721.32,0,917.32,0,,,146.65,,,,,,,,116.65,,,,,,,,20.96,,,,,,,,97,,,,,,,,106,,,,,,,,77,,,,,,3.82107,9375.18923,0,3861.36719,3825.17,,2,,,,2,,,,,,,,,,,,,,,,,,,2,2,0,3.04,3.04,0,14.49,14.49,0,24.97,24.97,0,0.03,0.03,0,0.15,0.15,0,0.52909,0.52909,0,20.53003,20.53003,0
