,b_fcas_power,b_fcas_price,b_fcas_type,b_fcas_actor_power,b_fcas_actor_price,b_en_actor_power,b_en_power_gen,b_en_power_load,b_en_price,b_en_type,b_fcas_cleared_power,fcas_clearing_price,en_price,r,current_state_value,next_state_value,fcas_demand,soe,timestamp,k,delta
10,-1.7170782484754454e-07,77.66999816894531,gen,3.802284,4.4994264,15.2996235,-299.99976,0,101.52,gen,-0.00024924616104619147,70.0,101.52,30455.950256203112,0.9336353540420532,-12.942939758300781,77.67,299.9997555191297,2018-06-01 09:30:00,0,30443.19
11,6.2428796e-08,67.67,gen,5.3751802,2.8667753,6.10747,0,300.0,82.94,load,-8.1953788702443e-05,70.0,82.94,-24881.995008768543,-20.433454513549805,1.5656664371490479,67.67,0,2018-06-01 10:00:00,0,-24863.812
12,4.34227e-08,61.0,gen,1.5708385,5.014292,13.568082,0,300.0,78.59,load,-2.0457986803670987e-08,63.0,78.59,-23576.999998876858,0.24351005256175995,7.56488561630249,61.0,299.9999180462113,2018-06-01 10:30:00,0,-23571.46
13,2.9959402e-08,61.0,gen,3.6881392,8.329047,24.312775,0,300.0,78.15,load,-1.4122284122015566e-08,63.0,78.15,-23444.999999224685,4.621524333953857,13.796135902404785,61.0,599.9999180257532,2018-06-01 11:00:00,0,-23440.52
14,2.7880525e-08,61.0,gen,2.5518477,13.747953,44.58803,0,129.00008,83.36,load,-1.31439765133745e-08,63.0,83.36,-10753.446359141677,9.685835838317871,10.599032402038574,61.0,899.9999180116309,2018-06-01 11:30:00,0,-10752.253
15,2.8479619e-08,45.63,gen,4.226843,19.1016,54.13272,-300.0,0,88.1,gen,4.1851058490580885e-05,63.0,88.1,26429.99828130254,19.94379997253418,6.695999622344971,45.63,1028.9999942924323,2018-06-01 12:00:00,0,26424.82
16,5.425766e-08,45.0,gen,0.15769655,9.653115,29.977621,0,1.8204742e-05,85.15,load,3.3509509957711076e-05,63.0,85.15,-0.002907268972560768,12.597604751586914,12.682330131530762,45.0,729.0000361434909,2018-06-01 12:30:00,0,-0.5523348
17,1.894e-07,45.06,gen,0.06979489,10.380561,29.852839,0,299.9999,84.84,load,-0.00020890526114761122,63.0,84.84,-25451.983760721796,16.9251766204834,19.891895294189453,45.06,729.0000878577433,2018-06-01 13:00:00,0,-25445.77
18,1.0318107e-07,49.88,gen,4.045658,18.121021,46.714184,-299.9998,0,88.41,gen,-0.00023055214891784087,63.0,88.41,26522.991463533715,22.110122680664062,16.81814956665039,49.88,1028.9997873997477,2018-06-01 13:30:00,0,26515.13
19,-8.514196281339537e-08,55.540000915527344,gen,7.807558,10.757727,21.520935,0,300.0001,87.63,load,-0.00017311524507504557,63.0,87.63,-26289.009765625,17.92835235595703,22.04454231262207,55.54,728.9997704706457,2018-06-01 14:00:00,0,-26282.244
20,4.8120985e-08,56.44,gen,6.6151996,17.548283,38.755283,-2.3332173e-05,0,98.24,gen,-0.0001976008375384097,63.0,98.24,0.012329484618247646,27.44978141784668,27.1214542388916,56.44,1028.9996889081349,2018-06-01 14:30:00,0,-1.6721687
21,1.1216979e-07,63.28,gen,5.777624,18.784542,37.826218,-299.99948,0,98.71,gen,-0.00025772640873595053,70.0,98.71,29612.96346740182,33.10078048706055,17.269004821777344,63.28,1028.999467975124,2018-06-01 15:00:00,0,29602.248
22,-2.4146234522959276e-07,61.0,gen,6.976212,12.968287,18.770603,0,300.00015,91.98,load,1.1360652820312655e-07,63.0,91.98,-27594.029296875,19.22865104675293,33.01115798950195,61.0,728.9997290475433,2018-06-01 15:30:00,0,-27584.285
23,9.654561e-08,61.0,gen,7.1323466,19.529705,32.47535,-299.99994,0,106.42,gen,-4.545719462570512e-08,63.0,106.42,31925.99350713427,41.0765266418457,19.2026424407959,61.0,1028.9998817490405,2018-06-01 16:00:00,0,31913.17
24,-8.975852949788532e-08,61.0,gen,6.052632,13.85496,15.9670515,0,300.00006,98.16,load,4.2215984041088305e-08,63.0,98.16,-29448.01171875,31.195175170898438,40.7459716796875,61.0,728.9999427387395,2018-06-01 16:30:00,0,-29435.443
25,1.2310579e-07,60.33,gen,7.037359,20.697807,28.240475,-1.7395342e-06,0,116.58,gen,0.0002755575288938733,63.0,116.58,-0.04214095216253872,47.51055145263672,47.003929138183594,60.33,1029,2018-06-01 17:00:00,0,-2.899025
26,9.401665e-09,59.33,gen,3.769684,22.578428,28.17678,-300.0,0,142.46,gen,0.00019347873688359626,63.0,142.46,42737.98966881557,49.31678771972656,23.6389217376709,59.33,1029,2018-06-01 17:30:00,0,42713.44
27,3.1214344e-09,58.86,gen,13.022665,19.634571,19.46766,-300.0,0,319.69,gen,0.00022839608893973742,63.0,319.69,95906.98790094546,31.21849822998047,-11.918326377868652,58.86,729.000193478737,2018-06-01 18:00:00,0,95876.82
28,1.5912804e-08,59.0,gen,7.9571314,8.803255,7.8655767,-300.0,0,148.45,gen,0.00021073625707000796,63.0,148.45,44534.98880990475,-2.3202600479125977,-20.368915557861328,59.0,429.00042187482586,2018-06-01 18:30:00,0,44529.895
29,3.0153118e-09,59.0,gen,8.433803,5.1129274,6.4383383,-129.00063,0,135.28,gen,0.00021074270514081874,63.0,135.28,17451.193442130716,-19.24579429626465,-29.790239334106445,59.0,129.00063261108295,2018-06-01 19:00:00,0,17442.627
30,4.509413e-09,59.0,gen,8.373468,4.716992,5.8338175,0,300.0,124.63,load,0.0002107419581195346,63.0,124.63,-37389.01119039798,-34.74650573730469,6.020001411437988,59.0,0.0002177434365364661,2018-06-01 19:30:00,0,-37352.508
31,7.5222395e-08,59.75,gen,5.6049094,8.958066,7.9086432,0,128.99957,127.63,load,-0.00018023097791346893,63.0,127.63,-16464.205778660216,9.542763710021973,15.782093048095703,59.75,300.00042848539465,2018-06-01 20:00:00,0,-16458.861
32,6.647499e-09,57.63,gen,11.767531,12.157466,12.022507,-299.99997,0,275.28,gen,-4.535213224646769e-05,63.0,275.28,82583.99395140017,22.637531280517578,-34.75409698486328,57.63,428.999821008323,2018-06-01 20:30:00,0,82533.7
33,-1.0959111307329295e-07,59.0,gen,9.089402,4.7198,5.1586747,0,300.00006,126.18,load,0.0002107990008840225,63.0,126.18,-37854.02734375,-48.76466369628906,28.428123474121094,59.0,128.9998061737689,2018-06-01 21:00:00,0,-37783.83
34,1.069195e-07,79.2,gen,2.6169531,12.684794,8.570795,0,299.99997,121.22,load,-0.0002584404844993263,70.0,121.22,-36365.99630065918,29.76841163635254,61.51649475097656,79.2,429.00007800792605,2018-06-01 21:30:00,0,-36337.992
35,-2.809725003771746e-07,71.0,gen,4.9802933,17.507942,13.314682,0,300.00015,123.32,load,0.00020901185292507553,70.0,123.32,-36996.04914088842,67.50291442871094,91.3106460571289,71.0,728.9997890498635,2018-06-01 22:00:00,0,-36973.836
36,1.6589525e-09,81.0,gen,5.564658,25.503876,23.702047,-300.0,0,157.98,gen,-0.00015621943005485488,70.0,157.98,47394.0,101.98592376708984,67.2735595703125,81.0,1029,2018-06-01 22:30:00,0,47362.38
37,-2.780798808998952e-07,81.0,gen,4.2194576,19.507637,11.476152,0,300.00015,119.39,load,-0.00015607955918316483,70.0,119.39,-35817.033476257326,67.7576675415039,101.1524887084961,81.0,728.99984378057,2018-06-01 23:00:00,0,-35788.344
38,2.814496e-09,81.0,gen,3.4478,29.093084,21.512363,-300.0,0,193.98,gen,-0.00015622000813827287,70.0,193.98,58194.0,109.23136901855469,64.09708404541016,81.0,1028.9998402889014,2018-06-01 23:30:00,0,58149.523
39,6.011929e-08,69.27,gen,1.6525626,22.919249,9.387083,-300.0,0,209.72,gen,-9.790077972608969e-05,70.0,209.72,62916.006103428015,72.05333709716797,15.176191329956055,69.27,728.9996840688932,2018-06-02,0,62865.645
40,7.542883e-09,64.33,gen,3.1289983,15.0987835,5.782109,-128.99959,0,143.89,gen,-0.00021310303548984324,70.0,143.89,18561.763057173524,13.224859237670898,-0.20893977582454681,64.33,428.99958616811347,2018-06-02 00:30:00,0,18550.188
41,-3.897302178756945e-07,61.0,gen,6.242234,13.261105,7.0967174,-299.9998,0,159.21,gen,1.8338016589626762e-07,63.0,159.21,47762.96484375,7.535773277282715,-52.58533477783203,61.0,299.99978505238266,2018-06-02 01:00:00,0,47711.945
42,4.262071e-08,60.95,gen,7.8855815,4.83276,4.666106,0,300.0,110.47,load,-0.0002567085381036744,63.0,110.47,-33140.98591825297,-57.65956115722656,20.405288696289062,60.95,0,2018-06-02 01:30:00,0,-33066.242
43,-4.2158708879469486e-07,41.0,gen,2.5463781,12.184271,4.7514462,-299.99976,0,129.55,gen,-3.636108147603036e-05,63.0,129.55,38864.96484375,31.732297897338867,-47.26201629638672,41.0,299.99974329146187,2018-06-02 02:00:00,0,38793.26
44,6.8852934e-08,41.0,gen,5.686871,3.97826,3.907306,0,129.0,79.7,load,-3.660630098993012e-05,63.0,79.7,-10281.298649227494,-49.6397590637207,-4.489185333251953,41.0,0,2018-06-02 02:30:00,0,-10236.403
45,3.7062925e-08,41.0,gen,3.1477814,8.230459,4.559387,0,300.0,78.42,load,-3.659040598511654e-05,63.0,78.42,-23525.99864981402,-5.316918849945068,59.41472625732422,41.0,128.999963393699,2018-06-02 03:00:00,0,-23465.39
46,-3.3478986694035484e-08,41.0,gen,7.529142,13.233925,2.5736787,0,300.00003,73.18,load,-3.655513520120465e-05,63.0,73.18,-21954.00390625,61.722591400146484,106.36808013916016,41.0,428.99992680329296,2018-06-02 03:30:00,0,-21913.82
47,-1.0207553202690178e-07,41.0,gen,13.977854,18.475817,3.942464,0,300.00006,74.91,load,-3.652083688573886e-05,63.0,74.91,-22473.0078125,110.96726989746094,153.29953002929688,41.0,728.9999207657359,2018-06-02 04:00:00,0,-22436.02
48,-3.0166798836717135e-08,41.0,gen,17.227238,25.371891,10.046836,-299.99997,0,86.19,gen,-3.65567911899445e-05,63.0,86.19,25857.0,161.82546997070312,110.92086029052734,41.0,1028.9999452800553,2018-06-02 04:30:00,0,25805.783
49,-8.742737644951148e-10,41.0,gen,12.364922,19.131987,2.396811,0,300.00003,81.17,load,-3.657143751586361e-05,63.0,81.17,-24351.00390625,117.24009704589844,161.8251953125,41.0,728.9999392408422,2018-06-02 05:00:00,0,-24311.875
50,-3.557380523488973e-08,41.0,gen,15.879844,25.873838,7.636929,-299.99997,0,85.35,gen,-3.655408770726359e-05,63.0,85.35,25605.0,171.0203399658203,117.21891021728516,41.0,1028.9999331869828,2018-06-02 05:30:00,0,25550.78
51,-1.244860072802112e-07,43.66999816894531,gen,11.503031,19.554863,1.2729623,0,300.00006,73.53,load,2.3563050956249827e-05,63.0,73.53,-22059.01171875,123.52986907958984,170.01332092285156,43.67,728.9999271504732,2018-06-02 06:00:00,0,-22018.559
52,3.0668235e-09,53.48,gen,12.919407,28.25188,6.2524786,-300.0,0,126.06,gen,-0.00017595405583571136,63.0,126.06,37818.00846902054,181.40316772460938,122.20501708984375,53.48,1029,2018-06-02 06:30:00,0,37760.586
53,1.1568118e-08,63.66,gen,7.2440653,22.57888,0.50657064,-300.0,0,124.59,gen,-0.00023976108181580254,70.0,124.59,37377.01373687139,132.37503051757812,65.71231842041016,63.66,728.9998240459441,2018-06-02 07:00:00,0,37313.812
54,8.230608e-09,68.72,gen,1.1822793,17.015232,1.504584,0,300.0,100.63,load,-9.050015623899557e-05,70.0,100.63,-30188.994402746237,70.25498962402344,133.11619567871094,68.72,428.9995842848623,2018-06-02 07:30:00,0,-30131.088
55,1.1571414e-08,75.23,gen,8.168092,25.091663,-0.18903035,0,171.0005,113.05,load,9.12666042110617e-06,70.0,113.05,-19331.606925201417,138.70538330078125,170.27455139160156,75.23,728.999493784706,2018-06-02 08:00:00,0,-19307.352
56,3.33292e-08,61.0,gen,9.186033,30.818176,0.64904046,-300.0,0,147.29,gen,-1.5708081935833873e-08,63.0,147.29,44187.000000862376,179.75088500976562,106.89845275878906,61.0,900.0000064514055,2018-06-02 08:30:00,0,44116.777
57,1.9635596e-08,60.67,gen,2.85465,22.460398,-0.4973261,-300.0,0,135.98,gen,0.00016648834446825596,63.0,135.98,40793.9909092372,112.5950927734375,27.425975799560547,60.67,600.0000064356975,2018-06-02 09:00:00,0,40711.375
58,4.1782286e-07,58.18,gen,6.6156254,15.131698,4.611548,-300.00018,0,162.44,gen,0.00022654868730367955,63.0,162.44,48731.999570563035,38.08950424194336,-66.52764129638672,58.18,300.000172924042,2018-06-02 09:30:00,0,48646.36
59,3.7433466e-08,61.0,gen,7.7744484,5.256612,4.6508203,0,300.0,98.45,load,-1.763950569604791e-08,63.0,98.45,-29534.999999031592,-71.39588928222656,51.58860397338867,61.0,0.0002163672605206557,2018-06-02 10:00:00,0,-29417.63
60,4.724256e-08,71.88,gen,1.8398464,15.326509,2.626493,0,300.0,99.52,load,-0.0002999815139186206,70.0,99.52,-29856.0,56.494258880615234,132.70945739746094,71.88,300.00021634962104,2018-06-02 10:30:00,0,-29784.643
61,1.5549894e-08,71.64,gen,5.6121264,24.38079,-1.9511591,-300.0,0,118.95,gen,-0.00030563547816148356,70.0,118.95,35685.0,142.2526092529297,52.80589294433594,71.64,599.999916368107,2018-06-02 11:00:00,0,35597.965
62,-6.118028861301639e-10,62.43000030517578,gen,1.9894645,16.109652,2.326787,-299.9996,0,106.7,gen,-0.00022107175776272376,70.0,106.7,32009.947265625,58.09931564331055,-61.31003189086914,62.43,299.99961073262887,2018-06-02 11:30:00,0,31899.979
63,4.177957e-09,61.0,gen,7.8135757,6.658607,5.6844177,-6.239999e-08,0,106.28,gen,-1.989745231294732e-09,63.0,106.28,3.021344332480747e-07,-62.834747314453125,-60.18563461303711,61.0,0,2018-06-02 12:00:00,0,5.65847
64,4.18608e-09,54.47,gen,7.527816,6.2932253,5.2941794,-8.933269e-08,0,105.77,gen,7.540685508824259e-05,63.0,105.77,-0.0036872216215286767,-60.18551254272461,-58.462215423583984,54.47,0,2018-06-02 12:30:00,0,4.6427727
65,1.1385536e-08,55.25,gen,6.650653,5.8731246,4.9522862,0,128.99992,86.87,load,9.14588172054712e-05,63.0,86.87,-11206.227920134657,-58.88744354248047,-0.9992853403091431,55.25,7.53175224012171e-05,2018-06-02 13:00:00,0,-11148.715
66,7.858654e-08,45.0,gen,4.268358,10.776808,4.315431,0,299.99997,79.57,load,3.3497344247241716e-05,63.0,79.57,-23870.99892835875,-1.6376612186431885,104.13127899169922,45.0,129.00009048239428,2018-06-02 13:30:00,0,-23771.662
67,4.8192163e-08,58.33,gen,3.967858,19.438257,-1.7961154,-300.00003,0,93.7,gen,0.0002326142540730199,63.0,93.7,28109.98759618838,109.71439361572266,-3.6093976497650146,58.33,429.0000934621604,2018-06-02 14:00:00,0,28000.021
68,2.8467585e-07,45.0,gen,4.2806787,10.9322,4.215716,0,299.9999,79.12,load,3.3394291630794674e-05,63.0,79.12,-23735.994108816467,-6.45688533782959,111.6066665649414,45.0,129.00029555883634,2018-06-02 14:30:00,0,-23625.135
69,2.3784511e-07,45.0,gen,5.473149,18.993258,-3.4930146,0,299.99988,80.47,load,3.341770736064245e-05,63.0,80.47,-24140.9915304191,115.4868392944336,196.67935180664062,45.0,429.0002374003936,2018-06-02 15:00:00,0,-24068.203
70,2.6439773e-07,55.97,gen,11.318773,27.111012,-6.7861185,0,299.99985,81.5,load,-0.00018536914498720725,63.0,81.5,-24449.97822648677,204.781494140625,283.3427734375,55.97,729.0001487477884,2018-06-02 15:30:00,0,-24381.535
71,7.875926e-09,61.0,gen,14.75736,36.766834,-5.8280373,0,0.0001890029,99.19,load,-3.729984062552349e-09,63.0,99.19,-0.018746992312544022,289.07940673828125,288.99993896484375,61.0,1028.9998107907527,2018-06-02 16:00:00,0,-14.54895
72,1.0688772e-08,61.0,gen,13.351811,38.26697,-5.72823,0,1.6945803e-07,104.49,load,-5.053700447548566e-09,63.0,104.49,-1.7429221753651366e-05,288.9983825683594,287.28228759765625,61.0,1028.999999789917,2018-06-02 16:30:00,0,-16.081055
73,7.886453e-09,81.0,gen,9.624485,42.156982,-4.6125793,-300.0,0,155.7,gen,-0.0001562225435794385,70.0,155.7,46710.0,301.2674255371094,201.0235137939453,81.0,1028.9999999543213,2018-06-02 17:00:00,0,46613.69
74,-1.6901553578918538e-07,81.0,gen,6.4849067,33.469856,-5.9007735,0,300.0001,122.78,load,-0.0001561340917737762,70.0,122.78,-36834.02039611816,209.88748168945312,301.1427001953125,81.0,728.9998437317777,2018-06-02 17:30:00,0,-36754.137
75,7.733295e-09,76.0,gen,8.585332,46.671467,-6.821684,-300.0,0,157.69,gen,-1.4574311856988665e-05,70.0,157.69,47307.0,324.9929504394531,209.95318603515625,76.0,1028.9997791504202,2018-06-02 18:00:00,0,47196.523
76,3.122713e-08,61.0,gen,4.675019,34.876545,-6.336499,-300.0,0,145.31,gen,-1.471886687629946e-08,63.0,145.31,43593.00000080807,229.64364624023438,112.7646255493164,61.0,728.9997645761083,2018-06-02 18:30:00,0,43481.83
77,6.5686896e-09,61.0,gen,1.6656525,23.642328,-1.3828586,-128.99977,0,134.91,gen,-3.1148198871502477e-09,63.0,134.91,17403.359121722515,119.57734680175781,61.72880172729492,61.0,428.99976456138944,2018-06-02 19:00:00,0,17342.977
78,7.304422e-09,61.0,gen,4.644545,19.442902,1.7556373,0,300.0,128.39,load,-3.4610321737043397e-09,63.0,128.39,-38516.99999980998,53.29973220825195,186.18768310546875,61.0,299.99999344011053,2018-06-02 19:30:00,0,-38399.504
79,9.911347e-09,61.0,gen,3.0497475,30.820726,-5.427926,-300.0,0,136.82,gen,-4.687842475753564e-09,63.0,136.82,41046.000000257365,193.61996459960938,34.77106857299805,61.0,599.9999934366494,2018-06-02 20:00:00,0,40888.934
80,-1.155975937194853e-08,65.33000183105469,gen,10.391671,21.217863,4.886812,-300.0,0,212.57,gen,-0.00023635829027127844,70.0,212.57,63770.9921875,54.037994384765625,-117.70716094970703,65.33,299.9999934319616,2018-06-02 20:30:00,0,63638.61
81,1.1205347e-08,71.0,gen,10.516095,8.383168,5.957092,0,3.1301425e-07,133.87,load,0.00020886583242976306,70.0,133.87,-4.190321825205956e-05,-120.29468536376953,-95.32177734375,71.0,0,2018-06-02 21:00:00,0,29.741356
82,3.4815304e-08,78.35,gen,9.75083,9.090456,6.661294,-0.000208652,0,118.52,gen,-0.0002472504514464018,70.0,118.52,5.707449373893586e-05,-95.31964874267578,-87.23934936523438,78.35,0.00020917884668427908,2018-06-02 21:30:00,0,12.442657
83,5.9970606e-09,68.12,gen,8.862138,8.775751,6.3146567,-5.0212353e-08,0,107.81,gen,-8.529604981354628e-05,70.0,107.81,-0.003299882390060447,-87.23892974853516,-83.84632873535156,68.12,0,2018-06-02 22:00:00,0,7.581726
84,8.260815e-09,72.45,gen,8.59925,8.929445,6.4503374,-4.5251593e-08,0,99.67,gen,-0.0003010376935660868,70.0,99.67,-0.030103784289634273,-83.8460693359375,-79.02877807617188,72.45,0,2018-06-02 22:30:00,0,8.738762
85,8.8008656e-10,62.27,gen,8.115941,8.740715,6.1852517,0,300.0,97.05,load,0.00022645242801590351,70.0,97.05,-29115.012691073516,-81.102294921875,87.4504623413086,62.27,0,2018-06-02 23:00:00,0,-28952.904
86,8.9870795e-09,64.33,gen,1.7455128,21.5039,0.47773564,0,299.9998,97.32,load,-0.00021310375767671417,70.0,97.32,-29195.96687213647,91.79060363769531,229.47593688964844,64.33,300.000226452428,2018-06-02 23:30:00,0,-29070.996
87,-1.3844207558122434e-07,61.0,gen,7.420724,32.256985,-9.758189,0,1.0058915e-07,97.57,load,6.512606871843578e-08,63.0,97.57,-1.3389903870120179e-05,234.86099243164062,234.372314453125,61.0,599.9997997256235,2018-06-03,0,-12.207642
88,-1.6343315678568615e-07,61.0,gen,6.842509,32.511166,-9.491266,-299.99988,0,109.66,gen,7.688663352820782e-08,63.0,109.66,32897.98828125,241.73866271972656,92.09928131103516,61.0,599.9997998913386,2018-06-03 00:30:00,0,32751.113
89,-1.214981892871947e-07,61.0,gen,2.1171975,21.508442,-1.1328511,-299.99994,0,116.33,gen,5.7152380180428324e-08,63.0,116.33,34898.9921875,99.4848861694336,-81.23832702636719,61.0,299.99992203853776,2018-06-03 01:00:00,0,34729.87
90,9.323634e-09,61.0,gen,7.4048257,8.293997,4.9126096,0,300.0,88.74,load,-4.411274454444772e-09,63.0,88.74,-26621.99999975782,-85.66311645507812,111.03040313720703,61.0,0,2018-06-03 01:30:00,0,-26433.207
91,8.3927e-09,41.0,gen,0.4665468,20.816193,-3.2859998,-300.0,0,100.37,gen,-3.6576071062589966e-05,63.0,100.37,30110.997691608787,122.01946258544922,-79.74339294433594,41.0,299.9999999955887,2018-06-03 02:00:00,0,29919.14
92,6.9544774e-09,54.76,gen,7.369982,8.650654,5.061045,0,300.0,94.7,load,8.089442802793523e-05,63.0,94.7,-28410.003986800868,-83.82923126220703,120.16048431396484,54.76,0,2018-06-03 02:30:00,0,-28214.137
93,1.4785934e-07,41.0,gen,0.5738693,21.083834,-3.7646596,-300.00006,0,103.72,gen,-3.664580413368652e-05,63.0,103.72,31115.99990062772,129.291748046875,-82.01483917236328,41.0,300.00008089442804,2018-06-03 03:00:00,0,30913.266
94,5.2871396e-09,41.0,gen,6.867266,8.595712,4.672817,0,300.0,94.59,load,-3.6574518129520434e-05,63.0,94.59,-28376.99865040028,-87.61382293701172,129.9930419921875,41.0,0,2018-06-03 03:30:00,0,-28168.74
95,-6.147967468450588e-08,41.0,gen,1.5081815,21.074493,-4.7015095,-299.99997,0,94.67,gen,-3.654113485195177e-05,63.0,94.67,28400.99609375,137.9981231689453,-81.5506362915039,41.0,299.9999634254819,2018-06-03 04:00:00,0,28189.656
96,8.4368175e-09,41.0,gen,5.9719644,8.781157,4.551581,0,300.0,77.57,load,-3.657609296558927e-05,63.0,77.57,-23270.998650342164,-86.091064453125,140.69277954101562,41.0,0,2018-06-03 04:30:00,0,-23053.518
97,3.5974335e-09,41.0,gen,2.777872,20.913834,-5.7272596,0,300.0,80.95,load,-3.657367335603141e-05,63.0,80.95,-24284.998650431455,146.14077758789062,294.42999267578125,41.0,299.99996342390705,2018-06-03 05:00:00,0,-24149.154
98,2.5884939e-08,41.0,gen,9.642077,32.008327,-16.007915,-170.99992,0,84.29,gen,-3.6584816997186335e-05,63.0,84.29,14413.584919163099,302.1496276855469,214.94773864746094,41.0,599.9999268502337,2018-06-03 05:30:00,0,14317.973
99,-1.2822612305285475e-08,41.0,gen,6.1742263,25.602674,-11.179712,0,300.00003,67.52,load,-3.656546332329436e-05,63.0,67.52,-20256.00390625,219.11936950683594,366.2248840332031,41.0,428.999966559362,2018-06-03 06:00:00,0,-20124.432
100,-5.306278083594407e-08,47.720001220703125,gen,11.24418,37.624477,-19.399506,0,300.00003,82.23,load,9.765728691098059e-05,63.0,82.23,-24669.01953125,378.29339599609375,523.6904296875,47.72,728.9999605114767,2018-06-03 06:30:00,0,-24543.23
101,1.1507437e-08,49.8,gen,15.366925,49.25504,-22.711185,-6.1086587e-07,0,88.2,gen,-0.0002365847242982142,63.0,88.2,0.010657605550163552,532.9815673828125,532.9367065429688,49.8,1029,2018-06-03 07:00:00,0,-26.683197
102,-6.435414423577868e-09,49.93000030517578,gen,13.7614565,49.593693,-22.02761,0,0.00023706701,90.87,load,-2.257914659143314e-05,63.0,90.87,-0.020527640357613564,532.9324340820312,532.5713500976562,49.93,1028.9997628044098,2018-06-03 07:30:00,0,-27.01233
103,-5.827535005664686e-07,61.0,gen,12.023565,50.3928,-20.86881,0,6.6416574e-06,91.19,load,2.742153136396667e-07,63.0,91.19,-0.0006207071710377932,532.5670166015625,532.2618408203125,61.0,1028.999977292275,2018-06-03 08:00:00,0,-26.921082
104,1.16824076e-07,61.0,gen,10.375896,51.718105,-20.188509,-300.0,0,103.7,gen,-5.500009616594473e-08,63.0,103.7,31110.000003019504,548.2623901367188,377.5816345214844,61.0,1028.9999842081477,2018-06-03 08:30:00,0,30936.443
105,4.4606953e-08,61.0,gen,6.2466855,40.49038,-17.632383,-300.0,0,100.98,gen,-2.1015282782101798e-08,63.0,100.98,30294.000001153738,399.5609436035156,223.86026000976562,61.0,728.9999841531476,2018-06-03 09:00:00,0,30117.797
106,2.7241775e-08,61.0,gen,1.2112207,28.752739,-8.7569,-300.0,0,102.26,gen,-1.2843377763100849e-08,63.0,102.26,30678.000000705102,236.00518798828125,-2.962388277053833,61.0,428.9999841321323,2018-06-03 09:30:00,0,30445.773
107,6.288215e-08,61.0,gen,6.33973,16.867498,3.0034165,-128.99998,0,93.59,gen,-2.961547325689418e-08,63.0,93.59,12073.10850840207,-3.9136292934417725,-97.37858581542969,61.0,128.9999841192889,2018-06-03 10:00:00,0,11985.893
108,1.8697268e-09,61.0,gen,7.8717732,10.320386,5.7627125,-6.931428e-09,0,88.93,gen,-9.035141006305105e-10,63.0,88.93,-1.174793925269873e-07,-97.5091323852539,-89.49700164794922,61.0,0,2018-06-03 10:30:00,0,12.487274
