,battery_bid_price,battery_bid_power_gen,battery_bid_power_load,battery_bid_cleared_power_gen,battery_bid_cleared_power_load,demand,clearing_price,soe,timestamp
107,42.0,0,5.2000000009803555,0,5.2000000009803555,1208.6200000009803,42.0,1023.7999999990196,2018-06-04 05:30:00
108,48.0,-0.0,0,0.0,0,1247.17,48.0,1029,2018-06-04 06:00:00
109,51.0,-0.0,0,0.0,0,1307.44,51.0,1029,2018-06-04 06:30:00
110,58.0,-0.0,0,0.0,0,1428.03,58.0,1029,2018-06-04 07:00:00
111,61.0,-0.0,0,0.0,0,1535.38,61.0,1029,2018-06-04 07:30:00
112,72.0,-300.0,0,-47.589999981096824,0,1660.59,72.0,1029,2018-06-04 08:00:00
113,74.0,-300.00000001631497,0,-33.66000001562691,0,1766.66,74.0,981.4100000189031,2018-06-04 08:30:00
114,74.0,-300.0,0,-3.1200000264832513,0,1736.12,74.0,947.7500000032762,2018-06-04 09:00:00
115,72.0,-300.0,0,-90.08999956154982,0,1703.09,72.0,944.629999976793,2018-06-04 09:30:00
116,72.0,-300.00000026255736,0,-38.75999995449591,0,1651.76,72.0,854.5400004152432,2018-06-04 10:00:00
117,65.0,-300.0000002693273,0,-37.31999990940849,0,1590.32,65.0,815.7800004607473,2018-06-04 10:30:00
118,61.0,-300.0,0,-57.48999999223766,0,1510.49,61.0,778.4600005513388,2018-06-04 11:00:00
119,61.0,-300.00000055910107,0,-3.8800000027024923,0,1456.88,61.0,720.9700005591011,2018-06-04 11:30:00
120,58.0,-300.0,0,-3.0200000049708065,0,1386.02,58.0,717.0900005563986,2018-06-04 12:00:00
121,56.0,-300.0000002757139,0,-21.709999980751476,0,1334.71,56.0,714.0700005514278,2018-06-04 12:30:00
122,51.0,-300.00000028533816,0,-15.05000001825883,0,1288.05,51.0,692.3600005706763,2018-06-04 13:00:00
123,48.0,0,300.0,0,300.0,1544.18,61.0,677.3100005524175,2018-06-04 13:30:00
124,48.0,0,51.68999991880788,0,51.68999991880788,1319.399999918808,56.0,977.3100005524175,2018-06-04 14:00:00
125,51.0,-300.0,0,-6.450000000801314,0,1279.45,51.0,1029,2018-06-04 14:30:00
126,51.0,0,6.450000000801255,0,6.450000000801255,1310.6600000008013,51.0,1022.5499999991987,2018-06-04 15:00:00
127,56.0,-0.0,0,0.0,0,1327.78,56.0,1029,2018-06-04 15:30:00
128,58.0,-0.0,0,0.0,0,1386.23,58.0,1029,2018-06-04 16:00:00
129,61.0,-0.0,0,0.0,0,1474.01,61.0,1029,2018-06-04 16:30:00
130,65.0,-0.0,0,0.0,0,1571.58,65.0,1029,2018-06-04 17:00:00
131,72.0,-0.0,0,0.0,0,1685.26,72.0,1029,2018-06-04 17:30:00
132,74.0,-0.0,0,0.0,0,1837.11,74.0,1029,2018-06-04 18:00:00
133,84.0,-300.0,0,-23.269999996225604,0,1976.27,84.0,1029,2018-06-04 18:30:00
134,84.0,-300.0,0,-37.82999999966858,0,1990.83,84.0,1005.7300000037744,2018-06-04 19:00:00
135,84.0,-300.0,0,-22.90999999621703,0,1975.91,84.0,967.9000000041059,2018-06-04 19:30:00
136,81.0,-300.0,0,-46.17999999490734,0,1949.18,81.0,944.9900000078889,2018-06-04 20:00:00
137,81.0,-300.0,0,-17.999999998341668,0,1921.0,81.0,898.8100000129815,2018-06-04 20:30:00
138,78.0,-300.0000000146398,0,-6.100000002029349,0,1859.1,78.0,880.8100000146399,2018-06-04 21:00:00
139,74.0,-300.0000000126105,0,-79.40999999476807,0,1812.41,74.0,874.7100000126105,2018-06-04 21:30:00
140,72.0,-300.00000001784235,0,-99.40999957519912,0,1712.41,72.0,795.3000000178424,2018-06-04 22:00:00
141,72.0,-300.0,0,-41.14999996199642,0,1654.15,72.0,695.8900004426433,2018-06-04 22:30:00
142,61.0,-300.00000024032346,0,-99.40999997811609,0,1552.41,61.0,654.7400004806469,2018-06-04 23:00:00
143,61.0,0,300.0,0,300.0,1816.11,74.0,555.3300005025309,2018-06-04 23:30:00
144,72.0,-300.00000050253084,0,-96.23999955686642,0,1709.24,72.0,855.3300005025309,2018-06-05
145,65.0,-300.0000009456644,0,-43.80999995990702,0,1596.81,65.0,759.0900009456644,2018-06-05 00:30:00
146,61.0,-300.0,0,-76.39999992657779,0,1529.4,61.0,715.2800009857574,2018-06-05 01:00:00
147,58.0,-300.0,0,-56.04999999619791,0,1439.05,58.0,638.8800010591796,2018-06-05 01:30:00
148,56.0,-300.0000005314908,0,-20.1999999832838,0,1333.2,56.0,582.8300010629816,2018-06-05 02:00:00
149,51.0,-300.0,0,-4.250000001552431,0,1277.25,51.0,562.6300010796979,2018-06-05 02:30:00
150,48.0,-300.00000053907274,0,-0.03999999999096104,0,1223.04,48.0,558.3800010781455,2018-06-05 03:00:00
151,40.0,0.0,0,0.0,0,1155.9,40.0,558.3400010781545,2018-06-05 03:30:00
152,40.0,0,300.0,0,300.0,1458.27,61.0,558.3400010781545,2018-06-05 04:00:00
153,40.0,-129.3400010781545,0,-2.71999999611649,0,1142.72,40.0,858.3400010781545,2018-06-05 04:30:00
154,40.0,0,173.37999891796198,0,173.37999891796198,1333.059998917962,56.0,855.620001082038,2018-06-05 05:00:00
155,42.0,-0.0,0,0.0,0,1207.28,42.0,1029,2018-06-05 05:30:00
156,51.0,-0.0,0,0.0,0,1276.83,51.0,1029,2018-06-05 06:00:00
157,56.0,-0.0,0,0.0,0,1346.71,56.0,1029,2018-06-05 06:30:00
158,61.0,-0.0,0,0.0,0,1472.08,61.0,1029,2018-06-05 07:00:00
159,72.0,-129.0,0,-4.79999999998638,0,1617.8,72.0,1029,2018-06-05 07:30:00
160,74.0,-300.00000000001364,0,-8.920000034429359,0,1741.92,74.0,1024.2000000000137,2018-06-05 08:00:00
161,74.0,-300.0,0,-99.54999999213098,0,1832.55,74.0,1015.2799999655844,2018-06-05 08:30:00
162,74.0,-300.0,0,-43.94000001641939,0,1776.94,74.0,915.7299999734533,2018-06-05 09:00:00
163,72.0,-300.0,0,-74.41999936313161,0,1687.42,72.0,871.789999957034,2018-06-05 09:30:00
164,65.0,-300.00000059390226,0,-33.22999999999274,0,1586.23,65.0,797.3700005939023,2018-06-05 10:00:00
165,61.0,-300.0,0,-22.65000002070758,0,1475.65,61.0,764.1400005939096,2018-06-05 10:30:00
166,56.0,-300.000000573202,0,-60.76999999395107,0,1373.77,56.0,741.490000573202,2018-06-05 11:00:00
167,51.0,-300.0000005792509,0,-29.04999999772074,0,1302.05,51.0,680.720000579251,2018-06-05 11:30:00
168,48.0,-300.0000005815302,0,-45.3400000378615,0,1268.34,48.0,651.6700005815302,2018-06-05 12:00:00
169,48.0,-300.00000054366865,0,-13.959999993843352,0,1236.96,48.0,606.3300005436687,2018-06-05 12:30:00
170,42.0,-163.37000054982536,0,-51.9800000016168,0,1216.98,42.0,592.3700005498254,2018-06-05 13:00:00
171,42.0,-111.3900005482086,0,-35.130000006339216,0,1200.13,42.0,540.3900005482086,2018-06-05 13:30:00
172,42.0,0,223.73999945813063,0,223.73999945813063,1418.6399994581307,58.0,505.2600005418694,2018-06-05 14:00:00
173,42.0,0.0,0,0.0,0,1184.43,42.0,729.0,2018-06-05 14:30:00
174,42.0,0,300.0,0,300.0,1499.46,61.0,729.0,2018-06-05 15:00:00
175,48.0,-0.0,0,0.0,0,1265.99,48.0,1029,2018-06-05 15:30:00
176,56.0,-0.0,0,0.0,0,1320.46,56.0,1029,2018-06-05 16:00:00
177,58.0,-0.0,0,0.0,0,1409.78,58.0,1029,2018-06-05 16:30:00
178,61.0,-0.0,0,0.0,0,1540.41,61.0,1029,2018-06-05 17:00:00
179,72.0,-0.0,0,0.0,0,1626.89,72.0,1029,2018-06-05 17:30:00
180,74.0,-0.0,0,0.0,0,1793.55,74.0,1029,2018-06-05 18:00:00
181,84.0,-129.0,0,-8.569999996605794,0,1961.57,84.0,1029,2018-06-05 18:30:00
182,84.0,-300.0000000033942,0,-44.80999997175444,0,1997.81,84.0,1020.4300000033942,2018-06-05 19:00:00
183,84.0,-300.0000000268603,0,-61.139999974999455,0,2014.14,84.0,975.6200000316397,2018-06-05 19:30:00
184,84.0,-300.0,0,-15.649999997838929,0,1968.65,84.0,914.4800000566403,2018-06-05 20:00:00
185,81.0,-300.00000005880133,0,-13.729999999462688,0,1916.73,81.0,898.8300000588014,2018-06-05 20:30:00
186,78.0,-300.0000000593386,0,-23.389999998266266,0,1876.39,78.0,885.1000000593386,2018-06-05 21:00:00
187,74.0,-300.00000006107234,0,-66.30000000599036,0,1799.3,74.0,861.7100000610724,2018-06-05 21:30:00
188,72.0,-300.000000055082,0,-109.43999971264216,0,1722.44,72.0,795.410000055082,2018-06-05 22:00:00
189,72.0,-300.0,0,-13.269999923921185,0,1626.27,72.0,685.9700003424399,2018-06-05 22:30:00
190,61.0,-300.0000002092593,0,-56.839999992203296,0,1509.84,61.0,672.7000004185187,2018-06-05 23:00:00
191,58.0,0,284.1399995736846,0,284.1399995736846,1724.4999995736844,72.0,615.8600004263154,2018-06-05 23:30:00
192,65.0,-300.0,0,-58.17999998619711,0,1611.18,65.0,900.0,2018-06-06
193,61.0,-300.00000000849957,0,-77.96999991929458,0,1530.97,61.0,841.8200000138029,2018-06-06 00:30:00
194,61.0,-300.0,0,-7.910000003623878,0,1460.91,61.0,763.8500000945083,2018-06-06 01:00:00
195,56.0,-300.00000009088444,0,-41.33999995744385,0,1354.34,56.0,755.9400000908845,2018-06-06 01:30:00
196,48.0,-300.0,0,-49.979999999968136,0,1272.98,48.0,714.6000001334406,2018-06-06 02:00:00
197,42.0,-300.0,0,-41.58999999967592,0,1206.59,42.0,664.6200001334724,2018-06-06 02:30:00
198,40.0,-300.0,0,-10.20999999603213,0,1150.21,40.0,623.0300001337965,2018-06-06 03:00:00
199,34.0,-300.0000000688822,0,-29.890000000019768,0,1104.89,34.0,612.8200001377644,2018-06-06 03:30:00
200,34.0,-300.0000000688723,0,-2.310000000012223,0,1077.31,34.0,582.9300001377446,2018-06-06 04:00:00
201,31.0,0,300.0,0,300.0,1354.93,56.0,580.6200001377324,2018-06-06 04:30:00
202,31.0,0,148.37999995442098,0,148.37999995442098,1221.659999954421,42.0,880.6200001377324,2018-06-06 05:00:00
203,34.0,-0.0,0,0.0,0,1085.61,34.0,1029,2018-06-06 05:30:00
204,42.0,-0.0,0,0.0,0,1193.39,42.0,1029,2018-06-06 06:00:00
205,48.0,-0.0,0,0.0,0,1263.57,48.0,1029,2018-06-06 06:30:00
206,58.0,-0.0,0,0.0,0,1402.13,58.0,1029,2018-06-06 07:00:00
207,61.0,-0.0,0,0.0,0,1549.44,61.0,1029,2018-06-06 07:30:00
208,72.0,-300.0,0,-86.2599995895965,0,1699.26,72.0,1029,2018-06-06 08:00:00
209,74.0,-300.0,0,-25.870000013424796,0,1758.87,74.0,942.7400004104035,2018-06-06 08:30:00
210,72.0,-300.0,0,-106.20999965807009,0,1719.21,72.0,916.8700003969786,2018-06-06 09:00:00
211,72.0,-300.00000073890857,0,-15.139999913561434,0,1628.14,72.0,810.6600007389086,2018-06-06 09:30:00
212,61.0,-300.00000046413015,0,-75.33999989887761,0,1528.34,61.0,795.5200008253472,2018-06-06 10:00:00
213,56.0,-300.00000092646957,0,-64.0699999987591,0,1377.07,56.0,720.1800009264696,2018-06-06 10:30:00
214,48.0,-300.0000004638552,0,-19.379999997053268,0,1242.38,48.0,656.1100009277104,2018-06-06 11:00:00
215,40.0,-300.00000093065717,0,-11.459999995615865,0,1151.46,40.0,636.7300009306572,2018-06-06 11:30:00
216,42.0,-300.0000009350413,0,-16.90000000011769,0,1181.9,42.0,625.2700009350414,2018-06-06 12:00:00
217,34.0,-300.00000046746186,0,-32.02000000159489,0,1107.02,34.0,608.3700009349237,2018-06-06 12:30:00
218,31.0,0,152.64999906667117,0,152.64999906667117,1224.8999990666712,48.0,576.3500009333288,2018-06-06 13:00:00
219,31.0,0,300.0,0,300.0,1366.93,56.0,729.0,2018-06-06 13:30:00
220,34.0,-0.0,0,0.0,0,1105.27,34.0,1029,2018-06-06 14:00:00
221,40.0,-0.0,0,0.0,0,1151.92,40.0,1029,2018-06-06 14:30:00
222,48.0,-0.0,0,0.0,0,1244.0,48.0,1029,2018-06-06 15:00:00
223,51.0,-0.0,0,0.0,0,1301.79,51.0,1029,2018-06-06 15:30:00
224,56.0,-0.0,0,0.0,0,1320.9,56.0,1029,2018-06-06 16:00:00
225,58.0,-0.0,0,0.0,0,1416.26,58.0,1029,2018-06-06 16:30:00
226,61.0,-0.0,0,0.0,0,1473.84,61.0,1029,2018-06-06 17:00:00
227,65.0,-0.0,0,0.0,0,1611.2,65.0,1029,2018-06-06 17:30:00
228,74.0,-300.0,0,-29.990000014668848,0,1762.99,74.0,1029,2018-06-06 18:00:00
229,78.0,-300.0,0,-20.770000000538325,0,1873.77,78.0,999.0099999853312,2018-06-06 18:30:00
230,78.0,-300.0,0,-13.310000003295578,0,1866.31,78.0,978.2399999847929,2018-06-06 19:00:00
231,74.0,-300.0,0,-115.129999643364,0,1848.13,74.0,964.9299999814973,2018-06-06 19:30:00
232,74.0,-300.0000002116861,0,-80.78999999337162,0,1813.79,74.0,849.8000003381333,2018-06-06 20:00:00
233,74.0,-300.00000018469706,0,-18.700000012330868,0,1751.7,74.0,769.0100003447617,2018-06-06 20:30:00
234,72.0,-300.0000003324308,0,-45.27999997480467,0,1658.28,72.0,750.3100003324308,2018-06-06 21:00:00
235,65.0,-300.0000003576261,0,-40.64999992952561,0,1593.65,65.0,705.0300003576261,2018-06-06 21:30:00
236,61.0,-300.00000042810046,0,-57.56999999231321,0,1510.57,61.0,664.3800004281005,2018-06-06 22:00:00
237,58.0,-300.0,0,-49.959999997995,0,1432.96,58.0,606.8100004357873,2018-06-06 22:30:00
238,56.0,-256.85000043779223,0,-32.779999998213604,0,1345.78,56.0,556.8500004377922,2018-06-06 23:00:00
239,51.0,0,75.92999956042138,0,75.92999956042138,1365.7999995604214,56.0,524.0700004395786,2018-06-06 23:30:00
240,61.0,-300.0,0,-2.9900000023393014,0,1455.99,61.0,600.0,2018-06-07
241,56.0,-300.0,0,-51.75999997515867,0,1364.76,56.0,597.0099999976607,2018-06-07 00:30:00
242,51.0,-300.000000011251,0,-26.08999999809857,0,1299.09,51.0,545.250000022502,2018-06-07 01:00:00
243,42.0,-300.00000001220167,0,-30.339999975847135,0,1195.34,42.0,519.1600000244034,2018-06-07 01:30:00
244,34.0,-300.0000000242781,0,-44.45000000317659,0,1119.45,34.0,488.82000004855627,2018-06-07 02:00:00
245,31.0,-300.0,0,-41.12999998996554,0,1063.13,31.0,444.3700000453797,2018-06-07 02:30:00
246,31.0,-300.00000005541415,0,-4.600000002165277,0,1026.6,31.0,403.24000005541416,2018-06-07 03:00:00
247,30.0,-300.00000005324887,0,-6.449999994675232,0,995.45,30.0,398.64000005324885,2018-06-07 03:30:00
248,25.0,0,36.809999941426376,0,36.809999941426376,988.6999999414263,25.0,392.1900000585736,2018-06-07 04:00:00
249,25.0,0,300.0,0,300.0,1231.55,48.0,429.0,2018-06-07 04:30:00
250,25.0,0.0,0,0.0,0,912.34,25.0,729.0,2018-06-07 05:00:00
251,25.0,0,300.0,0,300.0,1244.63,48.0,729.0,2018-06-07 05:30:00
252,31.0,-0.0,0,0.0,0,1023.56,31.0,1029,2018-06-07 06:00:00
253,34.0,-0.0,0,0.0,0,1081.23,34.0,1029,2018-06-07 06:30:00
254,48.0,-0.0,0,0.0,0,1224.29,48.0,1029,2018-06-07 07:00:00
255,56.0,-0.0,0,0.0,0,1330.36,56.0,1029,2018-06-07 07:30:00
256,58.0,-300.0,0,-40.51000001470087,0,1423.51,58.0,1029,2018-06-07 08:00:00
257,61.0,-300.0,0,-12.080000003363935,0,1465.08,61.0,988.4899999852992,2018-06-07 08:30:00
258,61.0,-300.0,0,-9.570000003722873,0,1462.57,61.0,976.4099999819352,2018-06-07 09:00:00
259,58.0,-300.0,0,-59.94999999609808,0,1442.95,58.0,966.8399999782124,2018-06-07 09:30:00
260,58.0,-300.0,0,-65.71999999649965,0,1448.72,58.0,906.8899999821143,2018-06-07 10:00:00
261,58.0,-300.0,0,-60.41999999606654,0,1443.42,58.0,841.1699999856147,2018-06-07 10:30:00
262,58.0,-300.0,0,-60.159999996074355,0,1443.16,58.0,780.7499999895482,2018-06-07 11:00:00
263,56.0,-300.0,0,-59.33999999139397,0,1372.34,56.0,720.5899999934738,2018-06-07 11:30:00
264,51.0,-300.0000000010399,0,-36.12999999749018,0,1309.13,51.0,661.2500000020799,2018-06-07 12:00:00
265,51.0,-300.00000000458977,0,-10.770000027948678,0,1283.77,51.0,625.1200000045898,2018-06-07 12:30:00
266,42.0,0,300.0,0,300.0,1514.79,61.0,614.3499999766411,2018-06-07 13:00:00
