,battery_bid_price,bid_type,battery_bid_power_gen,battery_bid_power_load,r,battery_bid_cleared_power_gen,battery_bid_cleared_power_load,current_state_value,next_state_value,bid_actor_power,bid_actor_price,demand,clearing_price,soe,timestamp,k,loss_actor,loss_critic,loss_actor_sup
21,56.0,gen,-300.0,0,26.840799981217806,-47.92999996646037,0,0.04919421672821045,0.27501994371414185,0.11544325,0.2446937,1360.93,56.0,915.8800000283858,2018-06-02 10:30:00,0,0.0024200710467994213,732.1982421875,46519.69921875
22,48.0,gen,-300.0,0,19.795199999251874,-41.239999998441405,0,0.0467410534620285,0.2715423107147217,0.11746815,0.24570143,1264.24,48.0,874.6400000299444,2018-06-02 11:00:00,0,0.0021847260650247335,400.5128479003906,46105.0078125
23,42.0,gen,-300.00000001977133,0,10.109399999997644,-24.06999999999439,0,0.04445290565490723,0.27012595534324646,0.12015084,0.24537463,1189.07,42.0,850.57000002995,2018-06-02 11:30:00,0,0.001976060913875699,106.6683349609375,45835.6875
24,34.0,gen,-300.00000002995,0,4.559400001757496,-13.410000005169104,0,0.04233779013156891,0.2675669193267822,0.1227027,0.24500722,1088.41,34.0,837.160000024781,2018-06-02 12:00:00,0,0.0017924885032698512,22.826475143432617,45532.89453125
25,34.0,gen,-300.0000000247809,0,3.4952000018110443,-10.2800000053266,0,0.040349915623664856,0.26926669478416443,0.12698111,0.24468744,1085.28,34.0,826.8800000194543,2018-06-02 12:30:00,0,0.001628115656785667,13.817673683166504,45531.625
26,30.0,gen,-300.00000001162334,0,6.401999997892083,-21.33999999297361,0,0.0385684072971344,0.2678198218345642,0.12962642,0.24592797,1010.34,30.0,805.5400000264807,2018-06-02 13:00:00,0,0.001487522036768496,43.88341522216797,45403.76953125
27,25.0,gen,-76.5400000264807,0,19.135000006620174,-76.5400000264807,0,0.03698524832725525,0.26121556758880615,0.13227947,0.24691711,985.62,25.0,729.0,2018-06-02 13:30:00,0,0.0013679085532203317,374.5289611816406,3225.427734375
28,25.0,load,0,300.0,-144.0,0,300.0,0.0342659056186676,0.2973465919494629,0.13451824,0.24850392,1271.76,48.0,1029,2018-06-02 14:00:00,0,0.0011741522466763854,20662.720703125,45346.68359375
29,30.0,load,0,0.0,-0.0,0,0.0,0.03188878297805786,0.29090604186058044,0.13529831,0.25544947,996.5,30.0,1029,2018-06-02 14:30:00,0,0.0010168944718316197,0.06291209906339645,442.3782958984375
30,31.0,load,0,0.0,-0.0,0,0.0,0.029079928994178772,0.29324933886528015,0.13679294,0.25292635,1045.68,31.0,1029,2018-06-02 15:00:00,0,0.0008456422947347164,0.0655304342508316,472.7006530761719
31,31.0,load,0,0.0,-0.0,0,0.0,0.02660191059112549,0.29420483112335205,0.13896859,0.2551455,1057.71,31.0,1029,2018-06-02 15:30:00,0,0.000707661674823612,0.06732213497161865,472.6326599121094
32,40.0,load,0,0.0,-0.0,0,0.0,0.024170830845832825,0.2991674542427063,0.14107922,0.25825658,1152.19,40.0,1029,2018-06-02 16:00:00,0,0.0005842290702275932,0.07119043916463852,789.7130737304688
33,48.0,load,0,0.0,-0.0,0,0.0,0.021884813904762268,0.30915218591690063,0.14410162,0.26412487,1252.36,48.0,1029,2018-06-02 16:30:00,0,0.0004789450904354453,0.07780660688877106,1139.3671875
34,56.0,load,0,0.0,-0.0,0,0.0,0.019607827067375183,0.3257138133049011,0.14643654,0.26997834,1335.8,56.0,1029,2018-06-02 17:00:00,0,0.0003844668681267649,0.0885024294257164,1552.928466796875
35,58.0,load,0,0.0,-0.0,0,0.0,0.017373695969581604,0.33456477522850037,0.14539799,0.2762892,1451.79,58.0,1029,2018-06-02 17:30:00,0,0.00030184531351551414,0.09513920545578003,1666.02392578125
36,72.0,load,0,0.0,-0.0,0,0.0,0.015124797821044922,0.3548577129840851,0.14493255,0.2800399,1614.18,72.0,1029,2018-06-02 18:00:00,0,0.00022875951253809035,0.1093212440609932,2571.886962890625
37,74.0,gen,-129.0,0,23.006600003394336,-31.090000004586944,0,0.013271093368530273,0.355241060256958,0.14135692,0.2869571,1764.09,74.0,997.909999995413,2018-06-02 18:30:00,0,0.00017612191732041538,544.7387084960938,11019.0810546875
38,74.0,gen,-300.0,0,42.032000009132446,-56.80000001234114,0,0.011530458927154541,0.3471198081970215,0.14311954,0.28966153,1789.8,74.0,941.1099999830719,2018-06-02 19:00:00,0,0.00013295147800818086,1794.2969970703125,47673.67578125
39,74.0,gen,-300.0,0,32.84860001207958,-44.39000001632376,0,0.010005712509155273,0.33734947443008423,0.1462562,0.29206893,1777.39,74.0,896.7199999667482,2018-06-02 19:30:00,0,0.0001001142809400335,1100.1126708984375,47672.55859375
40,74.0,gen,-300.0,0,17.256800009406025,-23.320000012710842,0,0.00862884521484375,0.330058217048645,0.14941502,0.29414,1756.32,74.0,873.3999999540374,2018-06-02 20:00:00,0,7.445696974173188e-05,308.7231750488281,47671.46484375
41,74.0,gen,-300.0,0,4.6398031007701865,-6.270004190229982,0,0.007308691740036011,0.3247954249382019,0.15224576,0.29591632,1739.27,74.0,867.1299957638074,2018-06-02 20:30:00,0,5.341697396943346e-05,24.499835968017578,47670.48046875
42,72.0,gen,-300.0,0,63.74159969093138,-88.52999957073803,0,0.006457909941673279,0.30722877383232117,0.15504733,0.29722288,1701.53,72.0,778.5999961930694,2018-06-02 21:00:00,0,4.170459942542948e-05,4100.56201171875,47524.13671875
43,72.0,gen,-300.0,0,29.5991999725699,-41.10999996190264,0,0.005777865648269653,0.2977738678455353,0.15983248,0.29875618,1654.11,72.0,737.4899962311667,2018-06-02 21:30:00,0,3.338373062433675e-05,893.1038818359375,47522.6015625
44,72.0,gen,-300.0,0,6.85440000000146,-9.520000000002028,0,0.005198165774345398,0.2931239902973175,0.16314967,0.30024487,1622.52,72.0,727.9699962311647,2018-06-02 22:00:00,0,2.7020927518606186e-05,50.92397689819336,47521.49609375
45,65.0,gen,-300.0,0,22.281999999994447,-34.27999999999145,0,0.004773169755935669,0.2886675000190735,0.1658744,0.30138218,1587.28,65.0,693.6899962311733,2018-06-02 22:30:00,0,2.278314968862105e-05,508.9491882324219,47043.2109375
46,61.0,gen,-300.0,0,54.60719996313369,-89.51999993956342,0,0.004583477973937988,0.27858713269233704,0.16985694,0.3002242,1542.52,61.0,604.1699962916099,2018-06-02 23:00:00,0,2.1008270778111182e-05,3011.349365234375,46791.28515625
47,61.0,gen,-4.169996291609891,0,2.5436977378820336,-4.169996291609891,0,0.004476025700569153,0.1419784426689148,0.17403872,0.30087253,1516.86,61.0,600.0,2018-06-02 23:30:00,0,2.0034805856994353e-05,7.174238204956055,1850.1759033203125
48,72.0,gen,-300.0,0,63.47519969282781,-88.15999957337196,0,-0.001081615686416626,0.13411998748779297,0.15705727,0.30017844,1701.16,72.0,511.840000426628,2018-06-03,0,1.1698924708980485e-06,4046.006103515625,47523.33203125
49,72.0,gen,-300.000000213314,0,8.94959994867683,-12.429999928717821,0,0.0002826005220413208,0.12851029634475708,0.15960804,0.3073493,1625.43,72.0,499.4100004979102,2018-06-03 00:30:00,0,7.986305661233928e-08,82.36946868896484,47522.046875
50,61.0,gen,-300.0000002489551,0,54.65599996322641,-89.59999993971542,0,0.0015656650066375732,0.11647398769855499,0.16537626,0.3062928,1542.6,61.0,409.81000055819476,2018-06-03 01:00:00,0,2.451306954753818e-06,2999.674072265625,46792.265625
51,58.0,gen,-300.0,0,36.7313999978106,-63.32999999622516,0,0.002712547779083252,0.10556754469871521,0.17238334,0.2987943,1446.33,58.0,346.4800005619696,2018-06-03 01:30:00,0,7.357915364991641e-06,1356.666015625,46613.01171875
52,56.0,gen,-300.0,0,27.15439998191171,-48.48999996769948,0,0.003964677453041077,0.09819711744785309,0.17684503,0.2969137,1361.49,56.0,297.9900005942701,2018-06-03 02:00:00,0,1.5718667782493867e-05,742.4322509765625,46498.37890625
53,51.0,gen,-297.9900005942701,0,19.813499998849956,-38.84999999774501,0,0.0052400678396224976,0.09069354832172394,0.18019931,0.29673928,1311.85,51.0,259.1400005965251,2018-06-03 02:30:00,0,2.74583107966464e-05,395.9320983886719,45630.7421875
54,48.0,gen,-259.1400005965251,0,16.74239999998545,-34.87999999996969,0,0.006490081548690796,0.08687363564968109,0.18341322,0.29614514,1257.88,48.0,224.26000059655541,2018-06-03 03:00:00,0,4.21211589127779e-05,282.977783203125,34667.08984375
55,48.0,gen,-224.26000059655541,0,1.6799999995855286,-3.4999999991365174,0,0.007746607065200806,0.08650550246238708,0.18610926,0.29655886,1226.5,48.0,220.7600005974189,2018-06-03 03:30:00,0,6.000991925247945e-05,3.090200662612915,26242.361328125
56,42.0,gen,-220.7600005974189,0,15.569399998165373,-37.06999999563184,0,0.009044870734214783,0.08049146831035614,0.18805443,0.29771882,1202.07,42.0,183.69000060178706,2018-06-03 04:00:00,0,8.180968870874494e-05,244.61363220214844,25195.533203125
57,42.0,load,0,0.0,-0.0,0,0.0,0.010213211178779602,0.08186989277601242,0.19073962,0.29718837,1165.55,42.0,183.69000060178706,2018-06-03 04:30:00,0,0.00010430968541186303,0.005022697150707245,869.5804443359375
58,42.0,load,0,245.30999939821294,-142.2797996509635,0,245.30999939821294,0.01001538336277008,0.10774131119251251,0.19239102,0.29892612,1413.329999398213,58.0,429.0,2018-06-03 05:00:00,0,0.00010030790144810453,20216.517578125,31005.203125
59,40.0,load,0,300.0,-183.0,0,300.0,0.008232265710830688,0.1758715659379959,0.19062132,0.30316055,1463.29,61.0,729.0,2018-06-03 05:30:00,0,6.777019734727219e-05,33429.71484375,45845.12109375
60,40.0,load,0,300.0,-174.0,0,300.0,0.005275845527648926,0.24948222935199738,0.18861184,0.3042945,1447.78,58.0,1029,2018-06-03 06:00:00,0,2.783454692689702e-05,30193.876953125,45844.47265625
61,42.0,load,0,0.0,-0.0,0,0.0,0.002586066722869873,0.2667718529701233,0.1837329,0.30136263,1188.03,42.0,1029,2018-06-03 06:30:00,0,6.687741006317083e-06,0.0655863881111145,869.4051513671875
62,48.0,load,0,0.0,-0.0,0,0.0,-5.918741226196289e-05,0.26977190375328064,0.18479986,0.29596382,1227.51,48.0,1029,2018-06-03 07:00:00,0,3.503149770267555e-09,0.06858009099960327,1137.8546142578125
63,48.0,load,0,0.0,-0.0,0,0.0,-0.00237216055393219,0.27604320645332336,0.18731451,0.30088007,1236.4,48.0,1029,2018-06-03 07:30:00,0,5.6271455832757056e-06,0.07316315919160843,1137.62060546875
64,51.0,gen,-129.0,0,6.6554999987613686,-13.049999997571312,0,-0.0045931339263916016,0.2795722782611847,0.18949762,0.3044485,1286.05,51.0,1015.9500000024287,2018-06-03 08:00:00,0,2.109687920892611e-05,48.050174713134766,9581.091796875
65,56.0,gen,-300.0000000024287,0,25.61999997894881,-45.749999962408594,0,-0.00654168426990509,0.2762894928455353,0.19289955,0.31026492,1358.75,56.0,970.2000000400201,2018-06-03 08:30:00,0,4.279363201931119e-05,670.567138671875,46492.8203125
66,56.0,gen,-300.00000004002004,0,28.694399985371266,-51.23999997387726,0,-0.008239686489105225,0.2737545967102051,0.19620803,0.31556797,1364.24,56.0,918.9600000661428,2018-06-03 09:00:00,0,6.789243343519047e-05,839.2130126953125,46491.5390625
67,56.0,gen,-300.0000000661428,0,10.30399999222196,-18.399999986110647,0,-0.00988990068435669,0.2747233808040619,0.19872952,0.31669593,1331.4,56.0,900.5600000800322,2018-06-03 09:30:00,0,9.78101379587315e-05,111.96781921386719,46490.71875
68,48.0,gen,-300.0,0,18.129599998822222,-37.7699999975463,0,-0.01138874888420105,0.27561095356941223,0.20063406,0.3163132,1260.77,48.0,862.7900000824859,2018-06-03 10:00:00,0,0.0001297036069445312,338.91363525390625,46076.69921875
69,42.0,gen,-300.0000000824858,0,7.190400000045621,-17.12000000010862,0,-0.012903153896331787,0.2759040594100952,0.20442846,0.31266004,1182.12,42.0,845.6700000823773,2018-06-03 10:30:00,0,0.00016649138706270605,55.83503341674805,45807.609375
70,34.0,gen,-300.00000008237726,0,2.5636000016473197,-7.540000004845057,0,-0.014335915446281433,0.27710145711898804,0.20697138,0.30945307,1082.54,34.0,838.1300000775323,2018-06-03 11:00:00,0,0.0002055184741038829,8.1118745803833,45505.45703125
71,30.0,gen,-300.00000007753226,0,6.7529999981290665,-22.509999993763557,0,-0.015706777572631836,0.27706190943717957,0.20795852,0.30589327,1011.51,30.0,815.6200000837687,2018-06-03 11:30:00,0,0.0002467028680257499,49.546607971191406,45378.5078125
72,25.0,gen,-300.0,0,20.437499993635853,-81.74999997454341,0,-0.016863688826560974,0.2693963646888733,0.20882207,0.30582714,970.75,25.0,733.8700001092252,2018-06-03 12:00:00,0,0.00028438400477170944,429.2037048339844,45242.2734375
73,25.0,load,0,0.0,-0.0,0,0.0,-0.01800200343132019,0.2728436291217804,0.20821767,0.3059597,936.13,25.0,733.8700001092252,2018-06-03 12:30:00,0,0.0003240721416659653,0.08080854266881943,304.91949462890625
74,25.0,gen,-4.870000109225202,0,1.2175000273063006,-4.870000109225202,0,-0.019031047821044922,0.2755589485168457,0.20901193,0.30749276,909.33,25.0,729.0,2018-06-03 13:00:00,0,0.0003621807845775038,2.2664878368377686,315.72235107421875
75,25.0,load,0,0.0,-0.0,0,0.0,-0.020044267177581787,0.27889779210090637,0.210058,0.30902416,917.34,25.0,729.0,2018-06-03 13:30:00,0,0.0004017726460006088,0.08543343096971512,304.84417724609375
76,25.0,load,0,300.0,-126.0,0,300.0,-0.02181340754032135,0.32134610414505005,0.21088561,0.31051284,1200.67,42.0,1029,2018-06-03 14:00:00,0,0.00047582475235685706,15791.7177734375,45368.0703125
77,25.0,gen,-300.0,0,6.815000000477908,-27.26000000191163,0,-0.02323080599308014,0.31676602363586426,0.21446434,0.31639925,916.26,25.0,1001.7399999980884,2018-06-03 14:30:00,0,0.000539670349098742,51.078460693359375,45240.3203125
78,25.0,load,0,27.260000001911607,-6.815000000477902,0,27.260000001911607,-0.025212302803993225,0.3212335705757141,0.21511544,0.30972347,987.5100000019116,25.0,1029,2018-06-03 15:00:00,0,0.0006356601952575147,41.94804382324219,682.245849609375
79,30.0,load,0,0.0,-0.0,0,0.0,-0.02687905728816986,0.32275891304016113,0.21651012,0.31167576,1018.07,30.0,1029,2018-06-03 15:30:00,0,0.0007224837318062782,0.11659915745258331,440.72174072265625
80,34.0,load,0,0.0,-0.0,0,0.0,-0.028453171253204346,0.3240256905555725,0.21704331,0.31693828,1098.85,34.0,1029,2018-06-03 16:00:00,0,0.0008095829398371279,0.11855359375476837,567.2979736328125
81,42.0,load,0,0.0,-0.0,0,0.0,-0.03002740442752838,0.3252829313278198,0.2168369,0.3220098,1182.73,42.0,1029,2018-06-03 16:30:00,0,0.0009016449912451208,0.12051599472761154,868.5509033203125
82,51.0,load,0,0.0,-0.0,0,0.0,-0.031518056988716125,0.32621875405311584,0.21656558,0.33074382,1304.13,51.0,1029,2018-06-03 17:00:00,0,0.000993387890048325,0.12221517413854599,1283.7100830078125
83,58.0,load,0,0.0,-0.0,0,0.0,-0.03297066688537598,0.32669171690940857,0.21840763,0.33927348,1452.23,58.0,1029,2018-06-03 17:30:00,0,0.0010870648548007011,0.12357926368713379,1662.4034423828125
84,65.0,load,0,0.0,-0.0,0,0.0,-0.03443123400211334,0.32873275876045227,0.2194492,0.34703,1606.39,65.0,1029,2018-06-03 18:00:00,0,0.001185509841889143,0.12604378163814545,2090.02734375
85,74.0,gen,-299.9999999999999,0,14.763000009047841,-19.950000012226813,0,-0.03577613830566406,0.32930025458335876,0.22306447,0.35805193,1752.95,74.0,1009.0499999877732,2018-06-03 18:30:00,0,0.001279932097531855,228.6154022216797,47644.67578125
86,74.0,gen,-300.0,0,25.211800011616884,-34.07000001569849,0,-0.036929965019226074,0.32714301347732544,0.22622949,0.3659187,1767.07,74.0,974.9799999720747,2018-06-03 19:00:00,0,0.0013638222590088844,653.7244262695312,47643.14453125
87,74.0,gen,-300.0,0,2.708400000339608,-3.66000000045893,0,-0.03823927044868469,0.3276005983352661,0.22721192,0.36505312,1736.66,74.0,971.3199999716157,2018-06-03 19:30:00,0,0.0014622417511418462,9.402958869934082,47642.9140625
88,72.0,gen,-300.0,0,82.74239986414094,-114.91999981130685,0,-0.039057642221450806,0.31532955169677734,0.22832906,0.36530936,1727.92,72.0,856.4000001603089,2018-06-03 20:00:00,0,0.0015254993923008442,6903.8994140625,47497.29296875
89,72.0,gen,-300.00000010176177,0,72.77759970504954,-101.07999959034657,0,-0.03951624035835266,0.30418065190315247,0.22927031,0.36277252,1714.08,72.0,755.3200005699623,2018-06-03 20:30:00,0,0.0015615331940352917,5345.78271484375,47497.1875
90,72.0,gen,-300.00000056996225,0,60.16319972638297,-83.55999961997635,0,-0.03958249092102051,0.2941451668739319,0.23072469,0.3618381,1696.56,72.0,671.760000949986,2018-06-03 21:00:00,0,0.0015667736297473311,3659.165283203125,47496.82421875
91,72.0,gen,-300.0,0,34.718399987647956,-48.219999982844385,0,-0.03944303095340729,0.28825318813323975,0.23211347,0.36062247,1661.22,72.0,623.5400009671416,2018-06-03 21:30:00,0,0.001555752707645297,1227.8377685546875,47496.4921875
92,65.0,gen,-300.00000048357083,0,31.550999991422092,-48.53999998680322,0,-0.039123743772506714,0.28188788890838623,0.23416272,0.36012536,1601.54,65.0,575.0000009803384,2018-06-03 22:00:00,0,0.0015306673012673855,1015.4882202148438,47018.93359375
93,61.0,gen,-300.0000004901692,0,48.318099955485856,-79.209999927026,0,-0.038679108023643494,0.2716074585914612,0.23606217,0.35705644,1532.21,61.0,495.79000105331244,2018-06-03 22:30:00,0,0.0014960734406486154,2364.25048828125,46767.99609375
94,61.0,gen,-300.0,0,15.42080001062191,-25.280000017412966,0,-0.03808586299419403,0.2693431079387665,0.23895624,0.35673672,1478.28,61.0,470.51000103589945,2018-06-03 23:00:00,0,0.0014505329309031367,247.22903442382812,46767.1484375
95,58.0,load,0,300.0,-216.0,0,300.0,-0.03836742043495178,0.15088346600532532,0.24137567,0.35806158,1728.77,72.0,770.5100010358994,2018-06-03 23:30:00,0,0.0014720589388161898,46575.70703125,46733.734375
96,72.0,gen,-300.00000055644654,0,0.9071999997953824,-1.2599999997158087,0,-0.04360644519329071,0.15997788310050964,0.25815824,0.4083835,1614.26,72.0,769.2500010361837,2018-06-04,0,0.001901522045955062,1.226184368133545,47485.26953125
97,61.0,gen,-300.0,0,46.39659995432358,-76.05999992512061,0,-0.043425559997558594,0.14784546196460724,0.26006263,0.4045649,1529.06,61.0,693.1900011110631,2018-06-04 00:30:00,0,0.0018857793183997273,2170.1494140625,46757.9140625
98,61.0,gen,-300.0,0,18.623300008037248,-30.53000001317582,0,-0.0434124618768692,0.14534762501716614,0.26270217,0.3879196,1483.53,61.0,662.6600010978873,2018-06-04 01:00:00,0,0.0018846418242901564,353.78509521484375,46758.140625
99,58.0,gen,-300.0000005489436,0,7.255800001753683,-12.510000003023592,0,-0.0431610643863678,0.15059560537338257,0.2641713,0.38348258,1395.51,58.0,650.1500010948637,2018-06-04 01:30:00,0,0.0018628775142133236,55.451751708984375,46580.6171875
100,51.0,gen,-300.0000005474318,0,13.066199999059691,-25.619999998156256,0,-0.042931050062179565,0.1522282361984253,0.26563478,0.37456203,1298.62,51.0,624.5300010967075,2018-06-04 02:00:00,0,0.0018430750351399183,175.7855224609375,46201.81640625
101,48.0,gen,-300.0,0,15.052799998513688,-31.359999996903515,0,-0.04273110628128052,0.14913897216320038,0.2659852,0.3635378,1254.36,48.0,593.1700010998039,2018-06-04 02:30:00,0,0.0018259474309161305,232.31375122070312,46054.85546875
102,48.0,gen,-300.0,0,0.14879999999056956,-0.30999999998035327,0,-0.04246659576892853,0.1563601791858673,0.26545045,0.359213,1223.31,48.0,592.8600010998235,2018-06-04 03:00:00,0,0.0018034117529168725,0.1187812015414238,46055.2265625
103,42.0,gen,-300.0,0,9.328199999997572,-22.20999999999422,0,-0.042115867137908936,0.15289553999900818,0.26613563,0.35854638,1187.21,42.0,570.6500010998293,2018-06-04 03:30:00,0,0.0017737462185323238,90.63672637939453,45787.1953125
104,40.0,load,0,158.3499989001707,-88.67599938409559,0,158.3499989001707,-0.04228368401527405,0.22040779888629913,0.26481134,0.35174263,1318.2699989001708,56.0,729.0,2018-06-04 04:00:00,0,0.0017879098886623979,7817.73046875,13365.3232421875
105,34.0,load,0,300.0,-174.0,0,300.0,-0.04293562471866608,0.30274108052253723,0.26954472,0.36795878,1431.02,58.0,1029,2018-06-04 04:30:00,0,0.0018434678204357624,30158.3046875,45646.453125
106,42.0,gen,-300.0,0,2.184000000411766,-5.200000000980395,0,-0.04379953444004059,0.2966403067111969,0.27395308,0.37805706,1170.2,42.0,1023.7999999990196,2018-06-04 05:00:00,0,0.0019183992408216,6.337471961975098,45784.04296875
107,42.0,load,0,5.2000000009803555,-2.1840000004117495,0,5.2000000009803555,-0.04511295258998871,0.30031514167785645,0.27005613,0.3623894,1208.6200000009803,42.0,1029,2018-06-04 05:30:00,0,0.0020351784769445658,3.4064388275146484,881.8060913085938
108,48.0,load,0,0.0,-0.0,0,0.0,-0.04606497287750244,0.3064706325531006,0.271568,0.3650034,1247.17,48.0,1029,2018-06-04 06:00:00,0,0.0021219816990196705,0.11926233768463135,1134.5833740234375
109,51.0,load,0,0.0,-0.0,0,0.0,-0.04688426852226257,0.31141188740730286,0.27461928,0.37396166,1307.44,51.0,1029,2018-06-04 06:30:00,0,0.0021981345489621162,0.12321523576974869,1281.5355224609375
110,58.0,load,0,0.0,-0.0,0,0.0,-0.04776696860790253,0.31643205881118774,0.27817255,0.38411152,1428.03,58.0,1029,2018-06-04 07:00:00,0,0.002281683264300227,0.1273319274187088,1659.8338623046875
111,61.0,load,0,0.0,-0.0,0,0.0,-0.04855149984359741,0.3194754123687744,0.28420004,0.3982919,1535.38,61.0,1029,2018-06-04 07:30:00,0,0.002357248216867447,0.1300446093082428,1836.3238525390625
112,72.0,gen,-300.0,0,34.26479998638971,-47.589999981096824,0,-0.04924716055393219,0.3155187964439392,0.28817117,0.40830612,1660.59,72.0,981.4100000189031,2018-06-04 08:00:00,0,0.0024252827279269695,1198.7120361328125,47476.2734375
113,74.0,gen,-300.00000001631497,0,24.908400011563916,-33.66000001562691,0,-0.04962587356567383,0.3121432662010193,0.28984997,0.42765307,1766.66,74.0,947.7500000032762,2018-06-04 08:30:00,0,0.002462727250531316,638.2306518554688,47619.53125
114,74.0,gen,-300.0,0,2.308800019597606,-3.1200000264832513,0,-0.05021682381629944,0.31364989280700684,0.28934148,0.4277346,1736.12,74.0,944.629999976793,2018-06-04 09:00:00,0,0.00252172932960093,7.106027603149414,47619.6796875
115,72.0,gen,-300.0,0,64.86479968431587,-90.08999956154982,0,-0.05053071677684784,0.298283189535141,0.29040843,0.42594025,1703.09,72.0,854.5400004152432,2018-06-04 09:30:00,0,0.0025533533189445734,4251.99169921875,47474.34375
