,battery_bid_price,battery_bid_power_gen,battery_bid_power_load,battery_bid_cleared_power_gen,battery_bid_cleared_power_load,demand,clearing_price,soe,timestamp
38,69.0,-300.00000022082725,0,-176.79999999965813,0,1789.8,69.0,900.0000003157829,2018-06-02 19:00:00
39,69.0,-300.0000001580624,0,-164.38999955624087,0,1777.39,69.0,723.2000003161248,2018-06-02 19:30:00
40,69.0,-258.8100007598839,0,-143.3199996789038,0,1756.32,69.0,558.8100007598839,2018-06-02 20:00:00
41,69.0,-300.0000005404901,0,-126.26999976776357,0,1739.27,69.0,415.4900010809801,2018-06-02 20:30:00
42,67.0,-289.2200013132165,0,-88.52999999922011,0,1701.53,67.0,289.2200013132165,2018-06-02 21:00:00
43,67.0,-200.69000131399642,0,-41.109999999462545,0,1654.11,67.0,200.69000131399642,2018-06-02 21:30:00
44,67.0,-159.5800013145339,0,-9.520000000006421,0,1622.52,67.0,159.5800013145339,2018-06-02 22:00:00
45,60.0,-150.06000131452745,0,-134.27999998709745,0,1587.28,60.0,150.06000131452745,2018-06-02 22:30:00
46,56.0,0,284.21999867257,0,284.21999867257,1826.73999867257,74.0,15.78000132743,2018-06-02 23:00:00
47,56.0,0,300.0,0,300.0,1816.86,74.0,300.0,2018-06-02 23:30:00
48,67.0,-300.0,0,-88.15999999742542,0,1701.16,67.0,600.0,2018-06-03
49,67.0,-300.0000000012873,0,-12.430000007119961,0,1625.43,67.0,511.8400000025746,2018-06-03 00:30:00
50,56.0,-300.0,0,-229.59999998375346,0,1542.6,56.0,499.4099999954546,2018-06-03 01:00:00
51,53.0,-269.81000001170116,0,-133.32999995745277,0,1446.33,53.0,269.81000001170116,2018-06-03 01:30:00
52,51.0,-136.4800000542484,0,-88.48999999136325,0,1361.49,51.0,136.4800000542484,2018-06-03 02:00:00
53,46.0,-47.990000062885144,0,-47.99000006286355,0,1311.85,48.0,47.990000062885144,2018-06-03 02:30:00
54,43.0,0,-2.1593393739749445e-11,0,-2.1593393739749445e-11,1257.8799999999785,48.0,2.1593393739749445e-11,2018-06-03 03:00:00
55,43.0,0,0.0,0,0.0,1226.5,48.0,0.0,2018-06-03 03:30:00
56,37.0,0,0.0,0,0.0,1202.07,42.0,0.0,2018-06-03 04:00:00
57,37.0,0,300.0,0,300.0,1465.55,61.0,0.0,2018-06-03 04:30:00
58,37.0,0,129.0,0,129.0,1297.02,51.0,300.0,2018-06-03 05:00:00
59,35.0,0,300.0,0,300.0,1463.29,61.0,429.0,2018-06-03 05:30:00
60,35.0,0,300.0,0,300.0,1447.78,58.0,729.0,2018-06-03 06:00:00
61,37.0,-0.0,0,0.0,0,1188.03,42.0,1029,2018-06-03 06:30:00
62,43.0,-0.0,0,0.0,0,1227.51,48.0,1029,2018-06-03 07:00:00
63,43.0,-0.0,0,0.0,0,1236.4,48.0,1029,2018-06-03 07:30:00
64,46.0,-129.0,0,-63.04999998020025,0,1286.05,46.0,1029,2018-06-03 08:00:00
65,51.0,-300.0,0,-85.74999999506299,0,1358.75,51.0,965.9500000197997,2018-06-03 08:30:00
66,51.0,-300.0,0,-91.23999999578133,0,1364.24,51.0,880.2000000247367,2018-06-03 09:00:00
67,51.0,-300.00000002895536,0,-58.40000000843559,0,1331.4,51.0,788.9600000289554,2018-06-03 09:30:00
68,43.0,-300.0,0,-37.77000000754428,0,1260.77,43.0,730.5600000205199,2018-06-03 10:00:00
69,37.0,-300.0,0,-42.119999977269224,0,1182.12,37.0,692.7900000129756,2018-06-03 10:30:00
70,29.0,-300.0,0,-93.53999982711811,0,1082.54,29.0,650.6700000357064,2018-06-03 11:00:00
71,25.0,-300.0,0,-122.50999999787193,0,1011.51,25.0,557.1300002085883,2018-06-03 11:30:00
72,20.0,-300.00000010535814,0,-300.00000010535814,0,970.75,20.0,434.62000021071634,2018-06-03 12:00:00
73,20.0,-5.620000105358201,0,-5.620000105358201,0,936.13,25.0,134.6200001053582,2018-06-03 12:30:00
74,20.0,0.0,0,0.0,0,909.33,25.0,129.0,2018-06-03 13:00:00
75,20.0,-0.0,0,0.0,0,917.34,25.0,129.0,2018-06-03 13:30:00
76,20.0,0,300.0,0,300.0,1200.67,42.0,129.0,2018-06-03 14:00:00
77,20.0,0,300.0,0,300.0,1216.26,42.0,429.0,2018-06-03 14:30:00
78,20.0,0,300.0,0,300.0,1260.25,48.0,729.0,2018-06-03 15:00:00
79,25.0,-0.0,0,0.0,0,1018.07,30.0,1029,2018-06-03 15:30:00
80,29.0,-0.0,0,0.0,0,1098.85,34.0,1029,2018-06-03 16:00:00
81,37.0,-0.0,0,0.0,0,1182.73,42.0,1029,2018-06-03 16:30:00
82,46.0,-0.0,0,0.0,0,1304.13,51.0,1029,2018-06-03 17:00:00
83,53.0,-0.0,0,0.0,0,1452.23,58.0,1029,2018-06-03 17:30:00
84,60.0,-0.0,0,0.0,0,1606.39,65.0,1029,2018-06-03 18:00:00
85,69.0,-299.9999999999999,0,-139.9499997419968,0,1752.95,69.0,1029,2018-06-03 18:30:00
86,69.0,-300.00000025800307,0,-154.0699998790645,0,1767.07,69.0,889.0500002580031,2018-06-03 19:00:00
87,69.0,-300.0,0,-123.6599997725417,0,1736.66,69.0,734.9800003789386,2018-06-03 19:30:00
88,67.0,-300.0000003031984,0,-114.91999977362184,0,1727.92,67.0,611.3200006063969,2018-06-03 20:00:00
89,67.0,-300.00000041638754,0,-101.07999999965699,0,1714.08,67.0,496.40000083277505,2018-06-03 20:30:00
90,67.0,-95.32000083311806,0,-83.55999999930486,0,1696.56,67.0,395.32000083311806,2018-06-03 21:00:00
91,67.0,-300.0,0,-48.22000000027191,0,1661.22,67.0,311.7600008338132,2018-06-03 21:30:00
92,60.0,-263.5400008335413,0,-148.53999999950665,0,1601.54,60.0,263.5400008335413,2018-06-03 22:00:00
93,56.0,-115.00000083403464,0,-115.00000083403464,0,1532.21,58.0,115.00000083403464,2018-06-03 22:30:00
94,56.0,0,0.0,0,0.0,1478.28,61.0,0.0,2018-06-03 23:00:00
95,53.0,0,300.0,0,300.0,1728.77,72.0,0.0,2018-06-03 23:30:00
96,67.0,-300.0,0,-1.260000001154798,0,1614.26,67.0,300.0,2018-06-04
97,56.0,-298.7399999988452,0,-216.0599999992051,0,1529.06,56.0,298.7399999988452,2018-06-04 00:30:00
98,56.0,-82.67999999992225,0,-82.67999999992225,0,1483.53,58.0,82.67999999964007,2018-06-04 01:00:00
99,53.0,0,0.0,0,0.0,1395.51,58.0,0,2018-06-04 01:30:00
100,46.0,0,0.0,0,0.0,1298.62,51.0,0.0,2018-06-04 02:00:00
101,43.0,0,0.0,0,0.0,1254.36,48.0,0.0,2018-06-04 02:30:00
102,43.0,0,0.0,0,0.0,1223.31,48.0,0.0,2018-06-04 03:00:00
103,37.0,0,0.0,0,0.0,1187.21,42.0,0.0,2018-06-04 03:30:00
104,35.0,0,300.0,0,300.0,1459.92,61.0,0.0,2018-06-04 04:00:00
105,29.0,0,300.0,0,300.0,1431.02,58.0,300.0,2018-06-04 04:30:00
106,37.0,0,299.9999999999998,0,299.9999999999998,1470.1999999999998,61.0,600.0,2018-06-04 05:00:00
107,37.0,0,129.0,0,129.0,1332.42,56.0,899.9999999999998,2018-06-04 05:30:00
108,43.0,-0.0,0,0.0,0,1247.17,48.0,1028.9999999999998,2018-06-04 06:00:00
109,46.0,-0.0,0,0.0,0,1307.44,51.0,1028.9999999999998,2018-06-04 06:30:00
110,53.0,-0.0,0,0.0,0,1428.03,58.0,1028.9999999999998,2018-06-04 07:00:00
111,56.0,-0.0,0,0.0,0,1535.38,61.0,1028.9999999999998,2018-06-04 07:30:00
112,67.0,-299.9999999999998,0,-47.58999983728396,0,1660.59,67.0,1028.9999999999998,2018-06-04 08:00:00
113,69.0,-300.0000001404377,0,-153.6599998718528,0,1766.66,69.0,981.4100001627158,2018-06-04 08:30:00
114,69.0,-300.0000001740826,0,-123.11999977330456,0,1736.12,69.0,827.750000290863,2018-06-04 09:00:00
115,67.0,-300.0,0,-90.08999999647973,0,1703.09,67.0,704.6300005175584,2018-06-04 09:30:00
116,67.0,-300.0000002605393,0,-38.760000001732955,0,1651.76,67.0,614.5400005210787,2018-06-04 10:00:00
117,60.0,-300.0000002596729,0,-137.31999999984146,0,1590.32,60.0,575.7800005193458,2018-06-04 10:30:00
118,56.0,-300.00000025975214,0,-197.48999999966043,0,1510.49,56.0,438.4600005195043,2018-06-04 11:00:00
119,56.0,-240.9700005198439,0,-143.87999975624393,0,1456.88,56.0,240.9700005198439,2018-06-04 11:30:00
120,53.0,-97.09000076359996,0,-73.01999999989806,0,1386.02,53.0,97.09000076359996,2018-06-04 12:00:00
121,51.0,-24.0700007637019,0,-24.0700007637019,0,1334.71,51.0,24.0700007637019,2018-06-04 12:30:00
122,46.0,0,0.0,0,0.0,1288.05,51.0,0.0,2018-06-04 13:00:00
123,43.0,0,300.0,0,300.0,1544.18,61.0,0.0,2018-06-04 13:30:00
124,43.0,0,300.0,0,300.0,1567.71,65.0,300.0,2018-06-04 14:00:00
125,46.0,0,129.0,0,129.0,1408.45,58.0,600.0,2018-06-04 14:30:00
126,46.0,0,300.0,0,300.0,1604.21,65.0,729.0,2018-06-04 15:00:00
127,51.0,-0.0,0,0.0,0,1327.78,56.0,1029,2018-06-04 15:30:00
128,53.0,-0.0,0,0.0,0,1386.23,58.0,1029,2018-06-04 16:00:00
129,56.0,-0.0,0,0.0,0,1474.01,61.0,1029,2018-06-04 16:30:00
130,60.0,-0.0,0,0.0,0,1571.58,65.0,1029,2018-06-04 17:00:00
131,67.0,-0.0,0,0.0,0,1685.26,72.0,1029,2018-06-04 17:30:00
132,69.0,-0.0,0,0.0,0,1837.11,74.0,1029,2018-06-04 18:00:00
133,79.0,-300.0,0,-73.26999962385875,0,1976.27,79.0,1029,2018-06-04 18:30:00
134,79.0,-300.0000003023076,0,-87.83000000259572,0,1990.83,79.0,955.7300003761412,2018-06-04 19:00:00
135,79.0,-300.0000002430354,0,-72.909999999624,0,1975.91,79.0,867.9000003735455,2018-06-04 19:30:00
136,76.0,-300.0000002100643,0,-96.17999997862758,0,1949.18,76.0,794.9900003739215,2018-06-04 20:00:00
137,76.0,-300.0,0,-67.99999998102933,0,1921.0,76.0,698.8100003952939,2018-06-04 20:30:00
138,73.0,-300.00000041426455,0,-126.09999999556584,0,1859.1,73.0,630.8100004142646,2018-06-04 21:00:00
139,69.0,-300.0,0,-199.40999999567956,0,1812.41,69.0,504.7100004186987,2018-06-04 21:30:00
140,67.0,-300.0,0,-99.41000000308263,0,1712.41,67.0,305.3000004230191,2018-06-04 22:00:00
141,67.0,-205.89000041993648,0,-41.14999999892865,0,1654.15,67.0,205.89000041993648,2018-06-04 22:30:00
142,56.0,0,300.0,0,300.0,1852.41,74.0,164.74000042100784,2018-06-04 23:00:00
143,56.0,0,135.25999957899216,0,135.25999957899216,1651.369999578992,72.0,464.74000042100784,2018-06-04 23:30:00
144,67.0,-300.0,0,-96.23999999902333,0,1709.24,67.0,600.0,2018-06-05
145,60.0,-300.0,0,-143.80999999993907,0,1596.81,60.0,503.7600000009767,2018-06-05 00:30:00
146,56.0,-300.0000000005188,0,-216.39999999926656,0,1529.4,56.0,359.9500000010376,2018-06-05 01:00:00
147,53.0,-143.55000000177105,0,-126.04999999677075,0,1439.05,53.0,143.55000000177105,2018-06-05 01:30:00
148,51.0,-17.500000005000302,0,-17.500000005000302,0,1333.2,56.0,17.500000005000302,2018-06-05 02:00:00
149,46.0,0,0.0,0,0.0,1277.25,51.0,0.0,2018-06-05 02:30:00
150,43.0,0,0.0,0,0.0,1223.04,48.0,0.0,2018-06-05 03:00:00
151,35.0,0,300.0,0,300.0,1455.9,61.0,0.0,2018-06-05 03:30:00
152,35.0,0,300.0,0,300.0,1458.27,61.0,300.0,2018-06-05 04:00:00
153,35.0,0,300.00000000000006,0,300.00000000000006,1442.72,58.0,600.0,2018-06-05 04:30:00
154,35.0,0,129.0,0,129.0,1288.68,51.0,900.0,2018-06-05 05:00:00
155,37.0,-0.0,0,0.0,0,1207.28,42.0,1029,2018-06-05 05:30:00
156,46.0,-0.0,0,0.0,0,1276.83,51.0,1029,2018-06-05 06:00:00
157,51.0,-0.0,0,0.0,0,1346.71,56.0,1029,2018-06-05 06:30:00
158,56.0,-0.0,0,0.0,0,1472.08,61.0,1029,2018-06-05 07:00:00
159,67.0,-129.0,0,-4.799999999871133,0,1617.8,67.0,1029,2018-06-05 07:30:00
160,69.0,-300.0000000001289,0,-128.91999975867216,0,1741.92,69.0,1024.200000000129,2018-06-05 08:00:00
161,69.0,-300.00000024145675,0,-219.5499999760102,0,1832.55,69.0,895.2800002414568,2018-06-05 08:30:00
162,69.0,-300.0000002654466,0,-163.93999959535586,0,1776.94,69.0,675.7300002654466,2018-06-05 09:00:00
163,67.0,-300.0,0,-74.41999999677348,0,1687.42,67.0,511.79000067009076,2018-06-05 09:30:00
164,60.0,-300.0000006733173,0,-133.22999999980917,0,1586.23,60.0,437.3700006733173,2018-06-05 10:00:00
165,56.0,-300.00000033675406,0,-162.6499999989054,0,1475.65,56.0,304.1400006735081,2018-06-05 10:30:00
166,51.0,-141.4900006746027,0,-100.76999998236516,0,1373.77,51.0,141.4900006746027,2018-06-05 11:00:00
167,46.0,-40.720000692237534,0,-40.72000059926281,0,1302.05,48.0,40.720000692237534,2018-06-05 11:30:00
168,43.0,-9.297472303160248e-08,0,-4.890066821289363e-08,0,1268.34,48.0,9.297472303160248e-08,2018-06-05 12:00:00
169,43.0,-4.407405481870885e-08,0,-2.190576108331578e-08,0,1236.96,48.0,4.407405481870885e-08,2018-06-05 12:30:00
170,37.0,-2.2168293735393073e-08,0,-1.2656185324011973e-08,0,1216.98,42.0,2.2168293735393073e-08,2018-06-05 13:00:00
171,37.0,0,128.99999999048788,0,128.99999999048788,1329.129999990488,56.0,9.5121084113811e-09,2018-06-05 13:30:00
172,37.0,0,300.0,0,300.0,1494.9,61.0,129.0,2018-06-05 14:00:00
173,37.0,0,300.0,0,300.0,1484.43,61.0,429.0,2018-06-05 14:30:00
174,37.0,0,300.0,0,300.0,1499.46,61.0,729.0,2018-06-05 15:00:00
175,43.0,-0.0,0,0.0,0,1265.99,48.0,1029,2018-06-05 15:30:00
176,51.0,-0.0,0,0.0,0,1320.46,56.0,1029,2018-06-05 16:00:00
177,53.0,-0.0,0,0.0,0,1409.78,58.0,1029,2018-06-05 16:30:00
178,56.0,-0.0,0,0.0,0,1540.41,61.0,1029,2018-06-05 17:00:00
179,67.0,-0.0,0,0.0,0,1626.89,72.0,1029,2018-06-05 17:30:00
180,69.0,-0.0,0,0.0,0,1793.55,74.0,1029,2018-06-05 18:00:00
181,79.0,-129.0,0,-58.569999983364134,0,1961.57,79.0,1029,2018-06-05 18:30:00
182,79.0,-300.0000000166358,0,-94.81000003178471,0,1997.81,79.0,970.4300000166359,2018-06-05 19:00:00
183,79.0,-300.0,0,-111.14000000132218,0,2014.14,79.0,875.6199999848511,2018-06-05 19:30:00
184,79.0,-300.0,0,-65.64999999907737,0,1968.65,79.0,764.479999983529,2018-06-05 20:00:00
185,76.0,-300.0,0,-63.72999999146047,0,1916.73,76.0,698.8299999844515,2018-06-05 20:30:00
186,73.0,-300.0,0,-143.3899999998054,0,1876.39,73.0,635.0999999929911,2018-06-05 21:00:00
187,69.0,-300.0,0,-186.29999999886613,0,1799.3,69.0,491.7099999931857,2018-06-05 21:30:00
188,67.0,-5.409999994319605,0,-5.409999993740385,0,1722.44,72.0,305.4099999943196,2018-06-05 22:00:00
189,67.0,-300.0,0,-13.270000007092268,0,1626.27,67.0,300.00000000057923,2018-06-05 22:30:00
190,56.0,-286.72999999348696,0,-196.83999885439079,0,1509.84,56.0,286.72999999348696,2018-06-05 23:00:00
191,53.0,0,300.0,0,300.0,1740.36,74.0,89.89000113909617,2018-06-05 23:30:00
192,60.0,-300.0000005695481,0,-158.1799993469397,0,1611.18,60.0,389.89000113909617,2018-06-06
193,56.0,-231.71000179215648,0,-217.9699999644166,0,1530.97,56.0,231.71000179215648,2018-06-06 00:30:00
194,56.0,-13.740001827739889,0,-13.740001827739889,0,1460.91,58.0,13.740001827739889,2018-06-06 01:00:00
195,51.0,0,0.0,0,0.0,1354.34,56.0,0.0,2018-06-06 01:30:00
196,43.0,0,0.0,0,0.0,1272.98,48.0,0.0,2018-06-06 02:00:00
197,37.0,0,0.0,0,0.0,1206.59,42.0,0.0,2018-06-06 02:30:00
198,35.0,0,0.0,0,0.0,1150.21,40.0,0.0,2018-06-06 03:00:00
199,29.0,0,300.0,0,300.0,1404.89,58.0,0.0,2018-06-06 03:30:00
200,29.0,0,129.0,0,129.0,1206.31,42.0,300.0,2018-06-06 04:00:00
201,26.0,0,300.0,0,300.0,1354.93,56.0,429.0,2018-06-06 04:30:00
202,26.0,0,300.0,0,300.0,1373.28,56.0,729.0,2018-06-06 05:00:00
203,29.0,-0.0,0,0.0,0,1085.61,34.0,1029,2018-06-06 05:30:00
204,37.0,-0.0,0,0.0,0,1193.39,42.0,1029,2018-06-06 06:00:00
205,43.0,-0.0,0,0.0,0,1263.57,48.0,1029,2018-06-06 06:30:00
206,53.0,-0.0,0,0.0,0,1402.13,58.0,1029,2018-06-06 07:00:00
207,56.0,-0.0,0,0.0,0,1549.44,61.0,1029,2018-06-06 07:30:00
208,67.0,-300.0,0,-86.25999999706848,0,1699.26,67.0,1029,2018-06-06 08:00:00
209,69.0,-300.0,0,-145.8699997708902,0,1758.87,69.0,942.7400000029315,2018-06-06 08:30:00
210,67.0,-300.0,0,-106.20999999993967,0,1719.21,67.0,796.8700002320413,2018-06-06 09:00:00
211,67.0,-300.0000002321016,0,-15.140000007141222,0,1628.14,67.0,690.6600002321017,2018-06-06 09:30:00
212,56.0,-300.0000001124802,0,-215.3399999993785,0,1528.34,56.0,675.5200002249604,2018-06-06 10:00:00
213,51.0,-300.0,0,-104.0699999964055,0,1377.07,51.0,460.1800002255819,2018-06-06 10:30:00
214,43.0,-300.0000001145882,0,-19.379999862153213,0,1242.38,43.0,356.1100002291764,2018-06-06 11:00:00
215,35.0,-36.730000367023194,0,-11.460000000094038,0,1151.46,35.0,336.7300003670232,2018-06-06 11:30:00
216,37.0,-300.00000036692916,0,-41.8999999783253,0,1181.9,37.0,325.27000036692914,2018-06-06 12:00:00
217,29.0,0,145.62999961139624,0,145.62999961139624,1252.6499996113962,48.0,283.37000038860384,2018-06-06 12:30:00
218,26.0,0,300.0,0,300.0,1372.25,56.0,429.0000000000001,2018-06-06 13:00:00
219,26.0,0,300.0,0,300.0,1366.93,56.0,729.0000000000001,2018-06-06 13:30:00
220,29.0,-0.0,0,0.0,0,1105.27,34.0,1029,2018-06-06 14:00:00
221,35.0,-0.0,0,0.0,0,1151.92,40.0,1029,2018-06-06 14:30:00
222,43.0,-0.0,0,0.0,0,1244.0,48.0,1029,2018-06-06 15:00:00
223,46.0,-0.0,0,0.0,0,1301.79,51.0,1029,2018-06-06 15:30:00
224,51.0,-0.0,0,0.0,0,1320.9,56.0,1029,2018-06-06 16:00:00
225,53.0,-0.0,0,0.0,0,1416.26,58.0,1029,2018-06-06 16:30:00
226,56.0,-0.0,0,0.0,0,1473.84,61.0,1029,2018-06-06 17:00:00
227,60.0,-0.0,0,0.0,0,1611.2,65.0,1029,2018-06-06 17:30:00
228,69.0,-300.0,0,-149.98999981484533,0,1762.99,69.0,1029,2018-06-06 18:00:00
229,73.0,-300.0,0,-140.76999999949734,0,1873.77,73.0,879.0100001851547,2018-06-06 18:30:00
230,73.0,-300.00000009282866,0,-133.30999999779883,0,1866.31,73.0,738.2400001856573,2018-06-06 19:00:00
231,69.0,-300.0000000939292,0,-235.12999992901396,0,1848.13,69.0,604.9300001878585,2018-06-06 19:30:00
232,69.0,-300.0,0,-200.78999999502634,0,1813.79,69.0,369.80000025884453,2018-06-06 20:00:00
233,69.0,-169.0100002638182,0,-138.69999999972129,0,1751.7,69.0,169.0100002638182,2018-06-06 20:30:00
234,67.0,-30.310000264096914,0,-30.310000216166248,0,1658.28,72.0,30.310000264096914,2018-06-06 21:00:00
235,60.0,-4.793066565866866e-08,0,-2.577697137447751e-08,0,1593.65,65.0,4.793066565866866e-08,2018-06-06 21:30:00
236,56.0,0.0,0,0.0,0,1510.57,61.0,2.2153694284191147e-08,2018-06-06 22:00:00
237,53.0,0.0,0,0.0,0,1432.96,58.0,2.2153694284191147e-08,2018-06-06 22:30:00
238,51.0,-2.2153694284191147e-08,0,-2.2153694284191147e-08,0,1345.78,56.0,2.2153694284191147e-08,2018-06-06 23:00:00
239,46.0,0,300.0,0,300.0,1589.87,65.0,0.0,2018-06-06 23:30:00
240,56.0,-300.0,0,-142.9899999946841,0,1455.99,56.0,300.0,2018-06-07
241,51.0,-157.0100000053159,0,-91.75999998764979,0,1364.76,51.0,157.0100000053159,2018-06-07 00:30:00
242,46.0,-65.25000001766611,0,-65.25000001357715,0,1299.09,48.0,65.25000001766611,2018-06-07 01:00:00
243,37.0,0.0,0,0.0,0,1195.34,42.0,4.0889602814786485e-09,2018-06-07 01:30:00
244,29.0,0.0,0,0.0,0,1119.45,34.0,4.0889602814786485e-09,2018-06-07 02:00:00
245,26.0,-4.0889602814786485e-09,0,0.0,0,1063.13,31.0,4.0889602814786485e-09,2018-06-07 02:30:00
246,26.0,0.0,0,0.0,0,1026.6,31.0,4.0889602814786485e-09,2018-06-07 03:00:00
247,25.0,0.0,0,0.0,0,995.45,30.0,4.0889602814786485e-09,2018-06-07 03:30:00
248,20.0,0,128.99999999591103,0,128.99999999591103,1080.889999995911,34.0,4.0889602814786485e-09,2018-06-07 04:00:00
249,20.0,0,300.0,0,300.0,1231.55,48.0,129.0,2018-06-07 04:30:00
250,20.0,0,300.0,0,300.0,1212.3400000000001,42.0,429.0,2018-06-07 05:00:00
251,20.0,0,300.0,0,300.0,1244.63,48.0,729.0,2018-06-07 05:30:00
252,26.0,-0.0,0,0.0,0,1023.56,31.0,1029,2018-06-07 06:00:00
253,29.0,-0.0,0,0.0,0,1081.23,34.0,1029,2018-06-07 06:30:00
254,43.0,-0.0,0,0.0,0,1224.29,48.0,1029,2018-06-07 07:00:00
255,51.0,-0.0,0,0.0,0,1330.36,56.0,1029,2018-06-07 07:30:00
256,53.0,-300.0,0,-110.50999999881603,0,1423.51,53.0,1029,2018-06-07 08:00:00
257,56.0,-300.0,0,-152.0799999984115,0,1465.08,56.0,918.490000001184,2018-06-07 08:30:00
258,56.0,-300.0,0,-149.56999999758412,0,1462.57,56.0,766.4100000027724,2018-06-07 09:00:00
259,53.0,-300.00000000259416,0,-129.9500000454399,0,1442.95,53.0,616.8400000051884,2018-06-07 09:30:00
260,53.0,-186.88999995974848,0,-135.71999999971004,0,1448.72,53.0,486.8899999597485,2018-06-07 10:00:00
261,53.0,-51.16999996003847,0,-51.16999950794392,0,1443.42,58.0,351.16999996003847,2018-06-07 10:30:00
262,53.0,-300.0000002260473,0,-130.1599998097323,0,1443.16,53.0,300.0000004520945,2018-06-07 11:00:00
263,51.0,-169.8400006423622,0,-99.33999998889172,0,1372.34,51.0,169.8400006423622,2018-06-07 11:30:00
264,46.0,-70.5000006534705,0,-70.50000065169063,0,1309.13,48.0,70.5000006534705,2018-06-07 12:00:00
265,46.0,-1.7798669205149054e-09,0,0.0,0,1283.77,51.0,1.7798669205149054e-09,2018-06-07 12:30:00
266,37.0,0,300.0,0,300.0,1514.79,61.0,1.7798669205149054e-09,2018-06-07 13:00:00
267,37.0,0,300.0,0,300.0,1478.96,61.0,300.0000000017799,2018-06-07 13:30:00
268,43.0,0,300.0,0,300.0,1555.39,65.0,600.0000000017799,2018-06-07 14:00:00
269,46.0,0,128.99999999822012,0,128.99999999822012,1410.4799999982201,58.0,900.0000000017799,2018-06-07 14:30:00
270,46.0,-0.0,0,0.0,0,1309.23,51.0,1029,2018-06-07 15:00:00
271,51.0,-0.0,0,0.0,0,1323.79,56.0,1029,2018-06-07 15:30:00
272,51.0,-0.0,0,0.0,0,1337.69,56.0,1029,2018-06-07 16:00:00
