Timestamp,Region,Energy_Price,Energy_Demand,5min_Raise_Demand,5min_Lower_Demand,5min_Raise_Price,5min_Lower_Price
2018-06-01 04:30:00,SA1,54.9,1042.42,41,40,27.81,0.19
2018-06-01 05:00:00,SA1,56.19,1047.53,41,40,28.5,0.19
2018-06-01 05:30:00,SA1,58.73,1063.32,41,39.84,24.97,0.19
2018-06-01 06:00:00,SA1,62.98,1120.26,41.67,40,20.59,0.19
2018-06-01 06:30:00,SA1,74.24,1146.92,47.67,37.17,18.24996,0.19
2018-06-01 07:00:00,SA1,229.57,1261.51,75.59,40,30,0.19
2018-06-01 07:30:00,SA1,104.33,1364.92,62.14,40,42.27879,0.19
2018-06-01 08:00:00,SA1,112.42,1528.52,81,40,35.01569,0.19
2018-06-01 08:30:00,SA1,103.99,1621.55,81,40,30,0.19
2018-06-01 09:00:00,SA1,94,1580.37,78.92,40,20,0.19
2018-06-01 09:30:00,SA1,101.52,1488.82,77.67,40,25.73486,0.19
2018-06-01 10:00:00,SA1,82.94,1419.09,67.67,40,18.89,0.19
2018-06-01 10:30:00,SA1,78.59,1327.67,61,40,14.9,0.19
2018-06-01 11:00:00,SA1,78.15,1201.31,61,40,20.59,0.19
2018-06-01 11:30:00,SA1,83.36,1211.63,61,40,13.79453,0.19
2018-06-01 12:00:00,SA1,88.1,1230.54,45.63,40,16.44944,0.19
2018-06-01 12:30:00,SA1,85.15,1169.54,45,40,14.49,0.19
2018-06-01 13:00:00,SA1,84.84,1122.86,45.06,40,13.85122,0.19
2018-06-01 13:30:00,SA1,88.41,1163.99,49.88,40,14.49,0.19
2018-06-01 14:00:00,SA1,87.63,1134.32,55.54,40,17.5,0.19
2018-06-01 14:30:00,SA1,98.24,1219.86,56.44,38.17,16.25275,0.19
2018-06-01 15:00:00,SA1,98.71,1226.66,63.28,40,25.09602,0.19
2018-06-01 15:30:00,SA1,91.98,1322.33,61,40,14.9,0.15
2018-06-01 16:00:00,SA1,106.42,1354.48,61,38.32,30,0.19
2018-06-01 16:30:00,SA1,98.16,1417.84,61,40,30.52254,0.19
2018-06-01 17:00:00,SA1,116.58,1494.79,60.33,40,33.3057,0.19
2018-06-01 17:30:00,SA1,142.46,1615.29,59.33,40,66.67344,0.19
2018-06-01 18:00:00,SA1,319.69,1777.7,58.86,40,100,0.19
2018-06-01 18:30:00,SA1,148.45,1881.49,59,40,47.98115,0.19
2018-06-01 19:00:00,SA1,135.28,1893.43,59,40,35.66317,0.19
2018-06-01 19:30:00,SA1,124.63,1857.17,59,40,33.67313,0.19
2018-06-01 20:00:00,SA1,127.63,1818.62,59.75,40,47.78005,0.19
2018-06-01 20:30:00,SA1,275.28,1802.25,57.63,40,30,0.19
2018-06-01 21:00:00,SA1,126.18,1761.57,59,40,30,0.19
2018-06-01 21:30:00,SA1,121.22,1707.09,79.2,40,25.96,0.19
2018-06-01 22:00:00,SA1,123.32,1640.35,71,40,13.84,0.19
2018-06-01 22:30:00,SA1,157.98,1571.78,81,40,30,0.19
2018-06-01 23:00:00,SA1,119.39,1484.3,81,40,30,0.19
2018-06-01 23:30:00,SA1,193.98,1435.81,81,40,30,0.19
2018-06-02 00:00:00,SA1,209.72,1628.51,69.27,40,11.99,0.19
2018-06-02 00:30:00,SA1,143.89,1535.35,64.33,40,13.42004,0.19
2018-06-02 01:00:00,SA1,159.21,1458.06,61,40,12.51,0.44
2018-06-02 01:30:00,SA1,110.47,1348.32,60.95,40,18.89,0.45
2018-06-02 02:00:00,SA1,129.55,1259.39,41,40,25.81,0.45
2018-06-02 02:30:00,SA1,79.7,1185.8,41,40,27.81,0.45
2018-06-02 03:00:00,SA1,78.42,1134.45,41,40,27.81,0.45
2018-06-02 03:30:00,SA1,73.18,1120.63,41,40,28.98,0.45
2018-06-02 04:00:00,SA1,74.91,1088.64,41,40,25.81,0.44
2018-06-02 04:30:00,SA1,86.19,1089.06,41,40,28.5,0.44
2018-06-02 05:00:00,SA1,81.17,1075.61,41,40,27.81,0.44
2018-06-02 05:30:00,SA1,85.35,1079.3,41,40,25.99,0.44
2018-06-02 06:00:00,SA1,73.53,1080.46,43.67,40,18.89,0.2
2018-06-02 06:30:00,SA1,126.06,1142.77,53.48,40,18.25,0.19
2018-06-02 07:00:00,SA1,124.59,1221.83,63.66,40,27.561,0.19
2018-06-02 07:30:00,SA1,100.63,1291.25,68.72,40,30,0.19
2018-06-02 08:00:00,SA1,113.05,1345.13,75.23,36.33,30,0.19
2018-06-02 08:30:00,SA1,147.29,1407.93,61,40,24.52542,0.19
2018-06-02 09:00:00,SA1,135.98,1460.78,60.67,40,30,0.19
2018-06-02 09:30:00,SA1,162.44,1468.77,58.18,40,26.38594,0.19
2018-06-02 10:00:00,SA1,98.45,1399.71,61,40,20.59,0.19
2018-06-02 10:30:00,SA1,99.52,1360.93,71.88,40,14.9,0.19
2018-06-02 11:00:00,SA1,118.95,1264.24,71.64,40,15.5892,0.19
2018-06-02 11:30:00,SA1,106.7,1189.07,62.43,40,11.99,0.19
2018-06-02 12:00:00,SA1,106.28,1088.41,61,40,17.46,0.2
2018-06-02 12:30:00,SA1,105.77,1085.28,54.47,40,15.13026,0.44
2018-06-02 13:00:00,SA1,86.87,1010.34,55.25,40,17.5,0.19
2018-06-02 13:30:00,SA1,79.57,985.62,45,40,18.7728,0.2
2018-06-02 14:00:00,SA1,93.7,971.76,58.33,40,20.59,0.2
2018-06-02 14:30:00,SA1,79.12,996.5,45,40,22.96123,0.2
2018-06-02 15:00:00,SA1,80.47,1045.68,45,40,22.07562,0.2
2018-06-02 15:30:00,SA1,81.5,1057.71,55.97,40,24.97,0.19
2018-06-02 16:00:00,SA1,99.19,1152.19,61,40,30,0.19
2018-06-02 16:30:00,SA1,104.49,1252.36,61,40,30,0.19
2018-06-02 17:00:00,SA1,155.7,1335.8,81,40,34.9309,0.19
2018-06-02 17:30:00,SA1,122.78,1451.79,81,40,30.03,0.19
2018-06-02 18:00:00,SA1,157.69,1614.18,76,40,50,0.19
2018-06-02 18:30:00,SA1,145.31,1764.09,61,40,34.00243,0.19
2018-06-02 19:00:00,SA1,134.91,1789.8,61,40,27.09342,0.19
2018-06-02 19:30:00,SA1,128.39,1777.39,61,40,30,0.19
2018-06-02 20:00:00,SA1,136.82,1756.32,61,40,32.56997,0.19
2018-06-02 20:30:00,SA1,212.57,1739.27,65.33,40,30,0.19
2018-06-02 21:00:00,SA1,133.87,1701.53,71,40,30.03,0.19
2018-06-02 21:30:00,SA1,118.52,1654.11,78.35,40,20,0.19
2018-06-02 22:00:00,SA1,107.81,1622.52,68.12,40,18.89,0.19
2018-06-02 22:30:00,SA1,99.67,1587.28,72.45,40,18.25004,0.19
2018-06-02 23:00:00,SA1,97.05,1542.52,62.27,40,18.81258,0.19
2018-06-02 23:30:00,SA1,97.32,1516.86,64.33,40,16.05977,0.19
2018-06-03 00:00:00,SA1,97.57,1701.16,61,40,16.27963,0.19
2018-06-03 00:30:00,SA1,109.66,1625.43,61,40,13.42,0.19
2018-06-03 01:00:00,SA1,116.33,1542.6,61,40,12.01,0.44
2018-06-03 01:30:00,SA1,88.74,1446.33,61,40,17.5,0.44
2018-06-03 02:00:00,SA1,100.37,1361.49,41,40,24.97,0.44
2018-06-03 02:30:00,SA1,94.7,1311.85,54.76,40,25.04482,0.44
2018-06-03 03:00:00,SA1,103.72,1257.88,41,40,25.30294,0.45
2018-06-03 03:30:00,SA1,94.59,1226.5,41,40,27.81,0.45
2018-06-03 04:00:00,SA1,94.67,1202.07,41,40,23.98,0.45
2018-06-03 04:30:00,SA1,77.57,1165.55,41,40,27.81,0.2
2018-06-03 05:00:00,SA1,80.95,1168.02,41,40,28.49,0.2
2018-06-03 05:30:00,SA1,84.29,1163.29,41,40,26.44956,0.44
2018-06-03 06:00:00,SA1,67.52,1147.78,41,40,18.99,0.19
2018-06-03 06:30:00,SA1,82.23,1188.03,47.72,40,14.2516,0.19
2018-06-03 07:00:00,SA1,88.2,1227.51,49.8,40,18.89,0.19
2018-06-03 07:30:00,SA1,90.87,1236.4,49.93,40,18.89,0.19
2018-06-03 08:00:00,SA1,91.19,1286.05,61,40,14.46991,0.19
2018-06-03 08:30:00,SA1,103.7,1358.75,61,40,18.46013,0.19
2018-06-03 09:00:00,SA1,100.98,1364.24,61,40,18.25,0.19
2018-06-03 09:30:00,SA1,102.26,1331.4,61,40,18.25008,0.19
2018-06-03 10:00:00,SA1,93.59,1260.77,61,40,14.9,0.19
2018-06-03 10:30:00,SA1,88.93,1182.12,61,40,9,0.19
2018-06-03 11:00:00,SA1,84.13,1082.54,41.63,40,12.28996,0.19
2018-06-03 11:30:00,SA1,79.55,1011.51,41.55,40,18.02485,0.19
2018-06-03 12:00:00,SA1,78.19,970.75,45,40,18.89,0.19
2018-06-03 12:30:00,SA1,77.98,936.13,44.47,40,17.5,0.19
2018-06-03 13:00:00,SA1,70.44,909.33,42.33,40,14.49,0.19
2018-06-03 13:30:00,SA1,75.15,917.34,42.78,40,14.17001,0.2
2018-06-03 14:00:00,SA1,80.7,900.67,46.86,40.04,20.59,0.2
2018-06-03 14:30:00,SA1,81.03,916.26,45,40,20.81636,0.19
2018-06-03 15:00:00,SA1,79.75,960.25,43.59,40,18.99,0.19
2018-06-03 15:30:00,SA1,82.37,1018.07,50.33,40,20.86848,0.19
2018-06-03 16:00:00,SA1,90.93,1098.85,77.67,40,30,0.19
2018-06-03 16:30:00,SA1,100.08,1182.73,81,40,30,0.19
2018-06-03 17:00:00,SA1,190.63,1304.13,81,40,30,0.19
2018-06-03 17:30:00,SA1,177.79,1452.23,59.5,40,48,0.19
2018-06-03 18:00:00,SA1,213.51,1606.39,58.67,40,61.82303,0.19
2018-06-03 18:30:00,SA1,155.62,1752.95,58.65,40,30,0.19
2018-06-03 19:00:00,SA1,148.4,1767.07,59.17,40,30,0.19
2018-06-03 19:30:00,SA1,113.32,1736.66,61,40,30,0.19
2018-06-03 20:00:00,SA1,114.22,1727.92,61,40,30,0.19
2018-06-03 20:30:00,SA1,136.46,1714.08,60.33,40,30,0.19
2018-06-03 21:00:00,SA1,104.5,1696.56,61,40,15.54,0.19
2018-06-03 21:30:00,SA1,102.09,1661.22,61,40,18.89,0.19
2018-06-03 22:00:00,SA1,96.63,1601.54,61,40,18.44022,0.19
2018-06-03 22:30:00,SA1,93.6,1532.21,61.79,40,18.89,0.19
2018-06-03 23:00:00,SA1,86.49,1478.28,61.56,40,15.76545,0.19
2018-06-03 23:30:00,SA1,89.22,1428.77,61,40,12.66458,0.19
2018-06-04 00:00:00,SA1,97.79,1614.26,61.43,40,11.99,0.19
2018-06-04 00:30:00,SA1,89.96,1529.06,61,40,10.79,0.19
2018-06-04 01:00:00,SA1,92.28,1483.53,61,40,13.37,0.44
2018-06-04 01:30:00,SA1,90.92,1395.51,61,40,14.30826,0.44
2018-06-04 02:00:00,SA1,110.06,1298.62,41,40,27.36,0.44
2018-06-04 02:30:00,SA1,89.47,1254.36,59.72,40,24.64691,0.44
