C,NEMP.WORLD,PRICES,AEMO,PUBLIC,2018/06/05,04:05:25,0000000295499946,,0000000295499940
I,DREGION,,2,SETTLEMENTDATE,RUNNO,REGIONID,INTERVENTION,RRP,EEP,ROP,APCFLAG,MARKETSUSPENDEDFLAG,TOTALDEMAND,DEMANDFORECAST,DISPATCHABLEGENERATION,DISPATCHABLELOAD,NETINTERCHANGE,EXCESSGENERATION,LOWER5MINDISPATCH,LOWER5MINIMPORT,LOWER5MINLOCALDISPATCH,LOWER5MINLOCALPRICE,LOWER5MINLOCALREQ,LOWER5MINPRICE,LOWER5MINREQ,LOWER5MINSUPPLYPRICE,LOWER60SECDISPATCH,LOWER60SECIMPORT,LOWER60SECLOCALDISPATCH,LOWER60SECLOCALPRICE,LOWER60SECLOCALREQ,LOWER60SECPRICE,LOWER60SECREQ,LOWER60SECSUPPLYPRICE,LOWER6SECDISPATCH,LOWER6SECIMPORT,LOWER6SECLOCALDISPATCH,LOWER6SECLOCALPRICE,LOWER6SECLOCALREQ,LOWER6SECPRICE,LOWER6SECREQ,LOWER6SECSUPPLYPRICE,RAISE5MINDISPATCH,RAISE5MINIMPORT,RAISE5MINLOCALDISPATCH,RAISE5MINLOCALPRICE,RAISE5MINLOCALREQ,RAISE5MINPRICE,RAISE5MINREQ,RAISE5MINSUPPLYPRICE,RAISE60SECDISPATCH,RAISE60SECIMPORT,RAISE60SECLOCALDISPATCH,RAISE60SECLOCALPRICE,RAISE60SECLOCALREQ,RAISE60SECPRICE,RAISE60SECREQ,RAISE60SECSUPPLYPRICE,RAISE6SECDISPATCH,RAISE6SECIMPORT,RAISE6SECLOCALDISPATCH,RAISE6SECLOCALPRICE,RAISE6SECLOCALREQ,RAISE6SECPRICE,RAISE6SECREQ,RAISE6SECSUPPLYPRICE,AGGREGATEDISPATCHERROR,AVAILABLEGENERATION,AVAILABLELOAD,INITIALSUPPLY,CLEAREDSUPPLY,LOWERREGIMPORT,LOWERREGLOCALDISPATCH,LOWERREGLOCALREQ,LOWERREGREQ,RAISEREGIMPORT,RAISEREGLOCALDISPATCH,RAISEREGLOCALREQ,RAISEREGREQ,RAISE5MINLOCALVIOLATION,RAISEREGLOCALVIOLATION,RAISE60SECLOCALVIOLATION,RAISE6SECLOCALVIOLATION,LOWER5MINLOCALVIOLATION,LOWERREGLOCALVIOLATION,LOWER60SECLOCALVIOLATION,LOWER6SECLOCALVIOLATION,RAISE5MINVIOLATION,RAISEREGVIOLATION,RAISE60SECVIOLATION,RAISE6SECVIOLATION,LOWER5MINVIOLATION,LOWERREGVIOLATION,LOWER60SECVIOLATION,LOWER6SECVIOLATION,RAISE6SECRRP,RAISE6SECROP,RAISE6SECAPCFLAG,RAISE60SECRRP,RAISE60SECROP,RAISE60SECAPCFLAG,RAISE5MINRRP,RAISE5MINROP,RAISE5MINAPCFLAG,RAISEREGRRP,RAISEREGROP,RAISEREGAPCFLAG,LOWER6SECRRP,LOWER6SECROP,LOWER6SECAPCFLAG,LOWER60SECRRP,LOWER60SECROP,LOWER60SECAPCFLAG,LOWER5MINRRP,LOWER5MINROP,LOWER5MINAPCFLAG,LOWERREGRRP,LOWERREGROP,LOWERREGAPCFLAG
D,DREGION,,2,"2018/06/04 04:05:00",1,NSW1,0,62.47,0,62.47,0,0,6320.2,5.92383,6275.62,120,-164.58,0,,,149,,,,,,,,94,,,,,,,,54,,,,,,,,336,,,,,,,,225.9,,,,,,,,226.17,,,,,,8.86648,10551.02012,120,6489.02832,6493.66,,62,,,,55.27,,,,,,,,,,,,,,,,,,,9.7,9.7,0,14.75,14.75,0,25.81,25.81,0,25.81,25.81,0,0.13,0.13,0,0.19,0.19,0,0.19,0.19,0,18,18,0
D,DREGION,,2,"2018/06/04 04:05:00",1,QLD1,0,55.42543,0,55.42543,0,0,5200.56,7.29004,6014.03,0,813.48,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,43,,,,,,,,131.28,,,,,,,,89,,,,,,-8.04806,9221,240,5219.25195,5215.6,,44,,,,105,,,,,,,,,,,,,,,,,,,9.7,9.7,0,14.75,14.75,0,25.81,25.81,0,25.81,25.81,0,0.13,0.13,0,0.19,0.19,0,0.19,0.19,0,18,18,0
D,DREGION,,2,"2018/06/04 04:05:00",1,SA1,0,89.00003,0,89.00003,0,0,1156.89,-5.62623,655.58,30,-531.31,0,,,40,,,,,,,,18.54,,,,,,,,40,,,,,,,,41,,,,,,,,19,,,,,,,,63,,,,,,3.55809,2109.044,80,1204.40259,1219.07,,10,,,,0,,,,,,,,,,,,,,,,,,,9.7,9.7,0,14.75,14.75,0,25.81,25.81,0,25.81,25.81,0,0.13,0.13,0,0.19,0.19,0,0.19,0.19,0,18,18,0
D,DREGION,,2,"2018/06/04 04:05:00",1,TAS1,0,85.1,0,85.1,0,0,1165.6,1.84763,1165.6,0,0,0,,,16.41,,,,,,,,81.59,,,,,,,,65.27,,,,,,,,35.47,,,,,,,,107.48,,,,,,,,85.99,,,,,,0.1567,2160,0,1163.59436,1165.6,,50,,,,50,,,,,,,,,,,,,,,,,,,10.4,10.4,0,4,4,0,11.90358,11.90358,0,12.8,12.8,0,0.02,0.02,0,0.18,0.18,0,0.17,0.17,0,1.5,1.5,0
D,DREGION,,2,"2018/06/04 04:05:00",1,VIC1,0,73.25601,0,73.25601,0,0,4241.23,-4.68408,4259.54,0,18.31,0,,,107.44,,,,,,,,124.81,,,,,,,,50.15,,,,,,,,93,,,,,,,,118,,,,,,,,116,,,,,,0.32009,7721.458,0,4279.7085,4276.44,,4,,,,0,,,,,,,,,,,,,,,,,,,9.7,9.7,0,14.75,14.75,0,25.81,25.81,0,25.81,25.81,0,0.13,0.13,0,0.19,0.19,0,0.19,0.19,0,18,18,0
D,DREGION,,2,"2018/06/04 04:10:00",1,NSW1,0,61.00011,0,61.00011,0,0,6346.51,17.77783,6267.15,120,-199.37,0,,,149,,,,,,,,94,,,,,,,,54,,,,,,,,336,,,,,,,,220.01,,,,,,,,225.88,,,,,,19.37983,10548.85934,120,6488.11719,6523.15,,62,,,,55.38,,,,,,,,,,,,,,,,,,,9.7,9.7,0,14.75,14.75,0,25.81,25.81,0,25.81,25.81,0,0.13,0.13,0,0.19,0.19,0,0.19,0.19,0,18,18,0
D,DREGION,,2,"2018/06/04 04:10:00",1,QLD1,0,53.76178,0,53.76178,0,0,5214.09,-3.16406,6068.53,0,854.44,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,43,,,,,,,,136.88,,,,,,,,89,,,,,,-9.63839,9221,240,5242.37305,5230.93,,44,,,,105,,,,,,,,,,,,,,,,,,,9.7,9.7,0,14.75,14.75,0,25.81,25.81,0,25.81,25.81,0,0.13,0.13,0,0.19,0.19,0,0.19,0.19,0,18,18,0
D,DREGION,,2,"2018/06/04 04:10:00",1,SA1,0,89.00005,0,89.00005,0,0,1130.31,0.6654,641.23,30,-519.09,0,,,40,,,,,,,,18.54,,,,,,,,40,,,,,,,,41,,,,,,,,19,,,,,,,,63,,,,,,-0.41347,2109.958,80,1190.79407,1191.02,,10,,,,0,,,,,,,,,,,,,,,,,,,9.7,9.7,0,14.75,14.75,0,25.81,25.81,0,25.81,25.81,0,0.13,0.13,0,0.19,0.19,0,0.19,0.19,0,18,18,0
D,DREGION,,2,"2018/06/04 04:10:00",1,TAS1,0,85.1,0,85.1,0,0,1170.93,1.26416,1170.93,0,0,0,,,16.61,,,,,,,,81.47,,,,,,,,65.17,,,,,,,,37.38,,,,,,,,109.66,,,,,,,,87.72,,,,,,1.42398,2160,0,1168.24536,1170.93,,50,,,,50,,,,,,,,,,,,,,,,,,,10.4,10.4,0,4,4,0,11.90358,11.90358,0,12.8,12.8,0,0.02,0.02,0,0.18,0.18,0,0.17,0.17,0,1.5,1.5,0
D,DREGION,,2,"2018/06/04 04:10:00",1,VIC1,0,73.64765,0,73.64765,0,0,4253.12,-5.60156,4255.42,0,2.3,0,,,106.18,,,,,,,,123.15,,,,,,,,49.58,,,,,,,,93,,,,,,,,118,,,,,,,,116,,,,,,-4.65783,7722.447,0,4299.2583,4287.23,,4,,,,0,,,,,,,,,,,,,,,,,,,9.7,9.7,0,14.75,14.75,0,25.81,25.81,0,25.81,25.81,0,0.13,0.13,0,0.19,0.19,0,0.19,0.19,0,18,18,0
