,soe,power_cleared,price_bid,reward,done,time_step,power_bid,price_cleared,power_bid_dqn,power_bid_expert,price_bid_dqn,price_bid_expert
37,2999.999923,-0.036900014,38.99208293,-50,FALSE,6/2/15 20:00,0.001225005,31.09617738,0,0.001225005,0,38.99208293
38,2999.999923,0.199275069,40.91824228,-50,FALSE,6/2/15 21:00,0.000859314,36.10248451,0,0.000859314,0,40.91824228
39,2999.999923,0.253334778,43.74069201,-50,FALSE,6/2/15 22:00,0.000619697,38.28269032,0,0.000619697,0,43.74069201
40,2999.999923,-0.138070921,47.14647413,-50,FALSE,6/2/15 23:00,0.000506756,44.66059442,0,0.000506756,0,47.14647413
41,2999.999923,0.227182438,51.59990668,-50,FALSE,6/3/15 0:00,1.72E-05,51.46586373,0,1.72E-05,0,51.59990668
42,2999.999923,-0.126690215,57.6028587,-50,FALSE,6/3/15 1:00,0.000109567,62.03633548,0,0.000109567,0,57.6028587
43,2970.879701,29.41436496,69.14348293,2033.811642,FALSE,6/3/15 2:00,30.30372755,85.77561436,0,30.30372755,0,69.14348293
44,2970.879701,-1.069717709,92.94696775,-50,FALSE,6/3/15 3:00,999.9999776,87.54166252,0,999.9999776,0,92.94696775
45,2970.879701,-0.302887904,94.40646989,-50,FALSE,6/3/15 4:00,999.9999927,62.47586496,0,999.9999927,0,94.40646989
46,2970.879701,-1.204122179,70.2484812,-50,FALSE,6/3/15 5:00,999.9999897,47.8040382,0,999.9999897,0,70.2484812
47,2970.879701,-0.173614497,56.51289321,-50,FALSE,6/3/15 6:00,999.99999,39.25183904,0,999.99999,0,56.51289321
48,2970.879701,-0.01497913,47.80874098,-50,FALSE,6/3/15 7:00,999.999984,36.73210424,0,999.999984,0,47.80874098
49,2970.879701,-0.196165462,43.24032478,-50,FALSE,6/3/15 8:00,999.9999854,32.06971779,0,999.9999854,0,43.24032478
50,2970.879701,1.69624579,39.95457359,-50,FALSE,6/3/15 9:00,999.9999776,39.95457359,0,999.9999776,0,39.95457359
51,2970.879701,0.471101675,37.66127538,-50,FALSE,6/3/15 10:00,999.9998879,25.27656038,0,999.9998879,0,37.66127538
52,2970.879701,-0.19395736,36.52168234,-50,FALSE,6/3/15 11:00,970.5833192,26.51259152,0,970.5833192,0,36.52168234
53,2999.999822,-29.41426369,36.1180169,-1096.822037,FALSE,6/3/15 12:00,-29.41426369,37.28878098,0,-29.41426369,0,36.1180169
54,2999.999822,0.260682401,37.28878098,-50,FALSE,6/3/15 13:00,0.000102608,29.46565379,0,0.000102608,0,37.28878098
55,2999.999822,-0.122479234,41.41548239,-50,FALSE,6/3/15 14:00,999.9999481,36.36758998,0,999.9999481,0,41.41548239
56,2999.999822,0.099429618,45.95698734,-50,FALSE,6/3/15 15:00,999.9999812,30.98976134,0,999.9999812,0,45.95698734
57,2999.999822,-0.130522053,43.03235821,-50,FALSE,6/3/15 16:00,999.9995587,23.19733678,0,999.9995587,0,43.03235821
58,2999.999822,-0.186955012,36.0161938,-50,FALSE,6/3/15 17:00,999.9947973,23.77872465,0,999.9947973,0,36.0161938
59,2999.999822,-0.000137856,34.72265451,-50,FALSE,6/3/15 18:00,-0.000137856,36.8438562,0,-0.000137856,0,34.72265451
60,2999.999822,-0.000152481,36.8438562,-50,FALSE,6/3/15 19:00,-0.000152481,38.99208293,0,-0.000152481,0,36.8438562
61,2999.999822,0.140292798,38.99208293,-50,FALSE,6/3/15 20:00,0.000572983,32.77650613,0,0.000572983,0,38.99208293
62,2999.999822,-0.000105086,40.91824228,-50,FALSE,6/3/15 21:00,-0.000105086,43.74069201,0,-0.000105086,0,40.91824228
63,2999.999822,0.06480992,43.74069201,-50,FALSE,6/3/15 22:00,0.000542135,39.38111542,0,0.000542135,0,43.74069201
64,2999.999822,-0.045575835,48.2277018,-50,FALSE,6/3/15 23:00,0.000857796,40.78055779,0,0.000857796,0,48.2277018
65,2999.999822,-8.00E-05,51.59990668,-50,FALSE,6/4/15 0:00,-8.00E-05,57.61136888,0,-8.00E-05,0,51.59990668
66,2999.999822,0.26088306,57.6028587,-50,FALSE,6/4/15 1:00,2.76E-05,61.3648191,0,2.76E-05,0,57.6028587
67,2970.222433,30.07817135,69.14348293,2079.709528,FALSE,6/4/15 2:00,30.30389844,85.44763243,0,30.30389844,0,69.14348293
68,2970.222433,-0.91035883,92.39776815,-50,FALSE,6/4/15 3:00,999.9999801,87.10252358,0,999.9999801,0,92.39776815
69,2970.222433,0.471695255,94.40646989,-50,FALSE,6/4/15 4:00,999.9999875,63.50319801,0,999.9999875,0,94.40646989
70,2970.222433,0.905729282,70.2484812,-50,FALSE,6/4/15 5:00,999.9999903,48.09656025,0,999.9999903,0,70.2484812
71,2970.222433,0.086332702,56.51289321,-50,FALSE,6/4/15 6:00,999.9999934,39.66764444,0,999.9999934,0,56.51289321
72,2970.222433,0.129869122,47.80874098,-50,FALSE,6/4/15 7:00,999.9997999,35.20758577,0,999.9997999,0,47.80874098
73,2970.222433,-0.115740833,43.24032478,-50,FALSE,6/4/15 8:00,999.9999847,31.56358711,0,999.9999847,0,43.24032478
74,2970.222433,-0.071294553,39.95457359,-50,FALSE,6/4/15 9:00,999.9999775,26.17814644,0,999.9999775,0,39.95457359
75,2970.222433,0.062115272,37.66127538,-50,FALSE,6/4/15 10:00,999.9998875,24.12228281,0,999.9998875,0,37.66127538
76,2970.222433,0.116884682,36.52168234,-50,FALSE,6/4/15 11:00,969.9213691,24.07117606,0,969.9213691,0,36.52168234
77,2999.999926,-30.0782765,36.1180169,-1122.290909,FALSE,6/4/15 12:00,-30.0782765,37.31234099,0,-30.0782765,0,36.1180169
78,2999.999926,-0.094760998,37.28878098,-50,FALSE,6/4/15 13:00,0.000171075,29.63166404,0,0.000171075,0,37.28878098
79,2999.999926,0.143968387,41.41548239,-50,FALSE,6/4/15 14:00,999.9999153,33.65865096,0,999.9999153,0,41.41548239
80,2999.999926,-0.676022493,45.95698734,-50,FALSE,6/4/15 15:00,999.9999835,29.39916254,0,999.9999835,0,45.95698734
81,2999.999926,-0.120538095,43.03235821,-50,FALSE,6/4/15 16:00,999.9997069,23.78775551,0,999.9997069,0,43.03235821
82,2999.999926,-0.140744017,36.0161938,-50,FALSE,6/4/15 17:00,999.9997237,22.88496605,0,999.9997237,0,36.0161938
83,2999.999926,-3.23E-05,34.72265451,-50,FALSE,6/4/15 18:00,-3.23E-05,36.8438562,0,-3.23E-05,0,34.72265451
84,2999.999926,-4.67E-05,36.8438562,-50,FALSE,6/4/15 19:00,-4.67E-05,38.99208293,0,-4.67E-05,0,36.8438562
85,2999.999926,-0.05934823,38.99208293,-50,FALSE,6/4/15 20:00,0.001237454,34.62699397,0,0.001237454,0,38.99208293
86,2999.999926,-0.018079203,40.91824228,-50,FALSE,6/4/15 21:00,0.000870321,43.25797746,0,0.000870321,0,40.91824228
87,2999.999926,0.022204353,43.74069201,-50,FALSE,6/4/15 22:00,0.000628971,42.61960739,0,0.000628971,0,43.74069201
88,2999.999926,0.035481424,47.14647413,-50,FALSE,6/4/15 23:00,0.000512631,47.4304369,0,0.000512631,0,47.14647413
89,2999.999926,-0.080799266,51.59990668,-50,FALSE,6/5/15 0:00,2.32E-05,51.05013282,0,2.32E-05,0,51.59990668
90,2999.999926,0.163979809,57.6028587,-50,FALSE,6/5/15 1:00,0.000128554,67.08352782,0,0.000128554,0,57.6028587
91,2969.678398,30.62780668,69.14348293,2117.713228,FALSE,6/5/15 2:00,30.30405788,91.68699836,0,30.30405788,0,69.14348293
92,2969.678398,-0.427500998,92.39776815,-50,FALSE,6/5/15 3:00,999.9999907,90.70209405,0,999.9999907,0,92.39776815
93,2969.678398,1.245132954,94.40646989,-50,FALSE,6/5/15 4:00,999.9999905,94.40646989,0,999.9999905,0,94.40646989
94,2969.678398,-0.146800339,70.2484812,-50,FALSE,6/5/15 5:00,999.9999872,53.00592245,0,999.9999872,0,70.2484812
95,2969.678398,-0.507421554,56.51289321,-50,FALSE,6/5/15 6:00,999.9999601,43.16340326,0,999.9999601,0,56.51289321
96,2969.678398,0.171611615,47.80874098,-50,FALSE,6/5/15 7:00,999.9999949,39.97631084,0,999.9999949,0,47.80874098
97,2969.678398,0.153336365,43.24032478,-50,FALSE,6/5/15 8:00,999.9999499,33.7624641,0,999.9999499,0,43.24032478
98,2969.678398,-0.155604711,39.95457359,-50,FALSE,6/5/15 9:00,999.9999775,26.56597742,0,999.9999775,0,39.95457359
99,2969.678398,0.576735193,37.66127538,-50,FALSE,6/5/15 10:00,999.9998876,25.6838054,0,999.9998876,0,37.66127538
100,2969.678398,0.10998642,36.52168234,-50,FALSE,6/5/15 11:00,969.3715744,24.52240436,0,969.3715744,0,36.52168234
101,2999.999927,-30.62780706,36.1180169,-1142.073589,FALSE,6/5/15 12:00,-30.62780706,37.28878098,0,-30.62780706,0,36.1180169
102,2999.999927,0.026675788,37.28878098,-50,FALSE,6/5/15 13:00,0.000171465,28.56133129,0,0.000171465,0,37.28878098
103,2999.999927,-0.146689639,41.41548239,-50,FALSE,6/5/15 14:00,999.9999154,34.63674956,0,999.9999154,0,41.41548239
104,2999.999927,-0.57234595,45.95698734,-50,FALSE,6/5/15 15:00,999.9999835,30.35557763,0,999.9999835,0,45.95698734
105,2999.999927,1.074448281,43.03235821,-50,FALSE,6/5/15 16:00,999.9997069,43.03235821,0,999.9997069,0,43.03235821
106,2999.999927,1.789387425,36.0161938,-50,FALSE,6/5/15 17:00,999.9997239,36.0161938,0,999.9997239,0,36.0161938
107,2999.999927,-3.19E-05,34.72265451,-50,FALSE,6/5/15 18:00,-3.19E-05,36.8438562,0,-3.19E-05,0,34.72265451
108,2999.999927,-4.63E-05,36.8438562,-50,FALSE,6/5/15 19:00,-4.63E-05,39.36092121,0,-4.63E-05,0,36.8438562
109,2999.999927,0.052209335,38.99208293,-50,FALSE,6/5/15 20:00,0.001237797,32.46554215,0,0.001237797,0,38.99208293
110,2999.999927,0.143385979,40.91824228,-50,FALSE,6/5/15 21:00,0.000870679,40.56321183,0,0.000870679,0,40.91824228
111,2999.999927,0.076675498,43.74069201,-50,FALSE,6/5/15 22:00,0.000629337,39.65317109,0,0.000629337,0,43.74069201
112,2999.999927,-0.07466424,47.14647413,-50,FALSE,6/5/15 23:00,0.000513002,45.87085444,0,0.000513002,0,47.14647413
113,2999.999927,0.111618905,51.59990668,-50,FALSE,6/6/15 0:00,2.36E-05,47.94107073,0,2.36E-05,0,51.59990668
114,2999.999927,0.426673254,57.6028587,-50,FALSE,6/6/15 1:00,0.000128934,69.14348293,0,0.000128934,0,57.6028587
115,2970.178132,30.12302542,69.14348293,2082.810894,FALSE,6/6/15 2:00,30.30405824,84.09496768,0,30.30405824,0,69.14348293
116,2970.178132,-1.316218116,92.39776815,-50,FALSE,6/6/15 3:00,999.9999802,85.20346622,0,999.9999802,0,92.39776815
117,2970.178132,0.580537765,94.40646989,-50,FALSE,6/6/15 4:00,999.999989,62.50426631,0,999.999989,0,94.40646989
118,2970.178132,0.220096093,70.2484812,-50,FALSE,6/6/15 5:00,999.999992,47.3090546,0,999.999992,0,70.2484812
119,2970.178132,1.716014079,56.51289321,-50,FALSE,6/6/15 6:00,999.9999953,56.51289321,0,999.9999953,0,56.51289321
120,2970.178132,-0.409771772,47.80874098,-50,FALSE,6/6/15 7:00,999.9997817,35.67223309,0,999.9997817,0,47.80874098
121,2970.178132,-0.192621372,43.24032478,-50,FALSE,6/6/15 8:00,999.9999865,32.56346609,0,999.9999865,0,43.24032478
122,2970.178132,0.275054331,39.95457359,-50,FALSE,6/6/15 9:00,999.9999775,25.58277804,0,999.9999775,0,39.95457359
123,2970.178132,0.194560845,37.66127538,-50,FALSE,6/6/15 10:00,999.9998875,24.57641933,0,999.9998875,0,37.66127538
124,2970.178132,-0.130681869,36.52168234,-50,FALSE,6/6/15 11:00,969.876598,23.68897059,0,969.876598,0,36.52168234
125,2999.999926,-30.12302506,36.1180169,-1155.445571,FALSE,6/6/15 12:00,-30.12302506,38.35755433,0,-30.12302506,0,36.1180169
126,2999.999926,0.123743268,37.28878098,-50,FALSE,6/6/15 13:00,0.000171106,30.08854955,0,0.000171106,0,37.28878098
127,2999.999926,-0.1292949,41.41548239,-50,FALSE,6/6/15 14:00,999.9999153,34.85718872,0,999.9999153,0,41.41548239
128,2999.999926,-0.997475953,45.95698734,-50,FALSE,6/6/15 15:00,999.9999835,29.67065609,0,999.9999835,0,45.95698734
129,2999.999926,-0.232751736,43.03235821,-50,FALSE,6/6/15 16:00,999.9997069,25.29117098,0,999.9997069,0,43.03235821
130,2999.999926,-0.1024087,36.0161938,-50,FALSE,6/6/15 17:00,999.9997237,23.99722977,0,999.9997237,0,36.0161938
131,2999.999926,-3.23E-05,34.72265451,-50,FALSE,6/6/15 18:00,-3.23E-05,36.8438562,0,-3.23E-05,0,34.72265451
132,2999.999926,-4.66E-05,36.8438562,-50,FALSE,6/6/15 19:00,-4.66E-05,38.99208293,0,-4.66E-05,0,36.8438562
133,2999.999926,1.162066591,38.99208293,-50,FALSE,6/6/15 20:00,0.001237482,40.91824228,0,0.001237482,0,38.99208293
134,2999.999926,0.038213217,40.91824228,-50,FALSE,6/6/15 21:00,0.00087035,36.43294354,0,0.00087035,0,40.91824228
135,2999.999926,0.070741675,43.74069201,-50,FALSE,6/6/15 22:00,0.000629001,39.52922813,0,0.000629001,0,43.74069201
136,2999.999926,-0.02858603,47.14647413,-50,FALSE,6/6/15 23:00,0.000512661,45.22197747,0,0.000512661,0,47.14647413
137,2999.999926,0.326120082,51.59990668,-50,FALSE,6/7/15 0:00,2.32E-05,48.66776527,0,2.32E-05,0,51.59990668
138,2999.999926,0.173343966,57.6028587,-50,FALSE,6/7/15 1:00,0.000128585,60.66991514,0,0.000128585,0,57.6028587
139,2970.542719,29.75475463,69.14348293,2057.347369,FALSE,6/7/15 2:00,30.30405791,84.97303485,0,30.30405791,0,69.14348293
140,2970.542719,0.379217079,92.39776815,-50,FALSE,6/7/15 3:00,999.9999933,87.14148693,0,999.9999933,0,92.39776815
141,2970.542719,-0.183635734,94.40646989,-50,FALSE,6/7/15 4:00,999.9999876,66.41294979,0,999.9999876,0,94.40646989
142,2970.542719,0.14474425,70.2484812,-50,FALSE,6/7/15 5:00,999.9999873,50.61740954,0,999.9999873,0,70.2484812
143,2970.542719,-0.602292873,56.51289321,-50,FALSE,6/7/15 6:00,999.9999889,42.79292689,0,999.9999889,0,56.51289321
144,2970.542719,-0.637068511,47.80874098,-50,FALSE,6/7/15 7:00,999.9999284,40.46486504,0,999.9999284,0,47.80874098
145,2970.542719,0.1029976,43.24032478,-50,FALSE,6/7/15 8:00,999.9999824,32.84116829,0,999.9999824,0,43.24032478
146,2970.542719,-0.107337599,39.95457359,-50,FALSE,6/7/15 9:00,999.9999775,25.96751369,0,999.9999775,0,39.95457359
147,2970.542719,0.097824646,37.66127538,-50,FALSE,6/7/15 10:00,999.9998874,25.09122243,0,999.9998874,0,37.66127538
148,2970.542719,-0.066555548,36.52168234,-50,FALSE,6/7/15 11:00,970.2450597,25.04005601,0,970.2450597,0,36.52168234
149,2999.999923,-29.75475166,36.1180169,-1109.518418,FALSE,6/7/15 12:00,-29.75475166,37.28878098,0,-29.75475166,0,36.1180169
150,2999.999923,0.118173041,37.28878098,-50,FALSE,6/7/15 13:00,0.000169272,30.61814329,0,0.000169272,0,37.28878098
151,2999.999923,0.131602919,41.41548239,-50,FALSE,6/7/15 14:00,999.9999137,33.83550489,0,999.9999137,0,41.41548239
152,2999.999923,0.11767278,45.95698734,-50,FALSE,6/7/15 15:00,999.9999834,30.77528584,0,999.9999834,0,45.95698734
153,2999.999923,0.087395533,43.03235821,-50,FALSE,6/7/15 16:00,999.9996999,24.61425659,0,999.9996999,0,43.03235821
154,2999.999923,0.077287699,36.0161938,-50,FALSE,6/7/15 17:00,999.9997175,23.95732213,0,999.9997175,0,36.0161938
155,2999.999923,-3.51E-05,34.72265451,-50,FALSE,6/7/15 18:00,-3.51E-05,36.8438562,0,-3.51E-05,0,34.72265451
156,2999.999923,-4.96E-05,36.8438562,-50,FALSE,6/7/15 19:00,-4.96E-05,38.99208293,0,-4.96E-05,0,36.8438562
157,2999.999923,-0.373466007,38.99208293,-50,FALSE,6/7/15 20:00,0.001228922,39.59469424,0,0.001228922,0,38.99208293
158,2999.999923,-0.140501254,40.91824228,-50,FALSE,6/7/15 21:00,0.000862096,39.81354964,0,0.000862096,0,40.91824228
159,2999.999923,-0.009409774,43.74069201,-50,FALSE,6/7/15 22:00,0.000621323,45.9389004,0,0.000621323,0,43.74069201
160,2999.999923,0.010722992,47.14647413,-50,FALSE,6/7/15 23:00,0.000508865,46.61206323,0,0.000508865,0,47.14647413
161,2999.999923,0.085107568,51.59990668,-50,FALSE,6/8/15 0:00,1.85E-05,57.6028587,0,1.85E-05,0,51.59990668
162,2999.999923,0.020173245,57.6028587,-50,FALSE,6/8/15 1:00,0.000116542,67.72419044,0,0.000116542,0,57.6028587
163,2970.200894,30.10003016,69.14348293,2081.220922,FALSE,6/8/15 2:00,30.30383239,85.24554885,0,30.30383239,0,69.14348293
164,2099.847568,879.1447734,92.77190706,81559.93721,FALSE,6/8/15 3:00,999.9999801,92.77190706,0,999.9999801,0,92.77190706
165,2099.847568,-0.151893548,94.52021015,-50,FALSE,6/8/15 4:00,999.9999698,70.2484812,0,999.9999698,0,94.52021015
166,2099.847568,-0.17184101,70.2484812,-50,FALSE,6/8/15 5:00,999.999974,52.08384228,0,999.999974,0,70.2484812
167,2099.847568,0.031274025,56.51289321,-50,FALSE,6/8/15 6:00,999.9999093,40.7089456,0,999.9999093,0,56.51289321
168,2099.847568,0.010424105,47.80874098,-50,FALSE,6/8/15 7:00,999.9999939,43.24032478,0,999.9999939,0,47.80874098
169,2099.847568,-0.111358672,43.24032478,-50,FALSE,6/8/15 8:00,999.9999738,31.67204629,0,999.9999738,0,43.24032478
170,2099.847568,0.101081056,39.95457359,-50,FALSE,6/8/15 9:00,999.9999617,25.45901093,0,999.9999617,0,39.95457359
171,2099.847568,-0.00899867,37.66127538,-50,FALSE,6/8/15 10:00,999.9999655,25.63192262,0,999.9999655,0,37.66127538
172,2099.847568,0.102228984,36.52168234,-50,FALSE,6/8/15 11:00,90.75052729,26.81115671,0,90.75052729,0,36.52168234
173,2999.999978,-909.2448591,36.1180169,-33904.63241,FALSE,6/8/15 12:00,-909.2448591,37.28878098,0,-909.2448591,0,36.1180169
174,2999.999978,0.049554316,37.28878098,-50,FALSE,6/8/15 13:00,0.000225435,29.18186,0,0.000225435,0,37.28878098
175,2999.999978,-0.444425867,41.41548239,-50,FALSE,6/8/15 14:00,999.9999251,33.47626152,0,999.9999251,0,41.41548239
176,2999.999978,0.441683207,45.95698734,-50,FALSE,6/8/15 15:00,999.9999842,33.37535665,0,999.9999842,0,45.95698734
177,2999.999978,-0.133936127,43.03235821,-50,FALSE,6/8/15 16:00,999.9997129,25.26998791,0,999.9997129,0,43.03235821
178,2999.999978,0.30750169,36.0161938,-50,FALSE,6/8/15 17:00,999.999798,23.042314,0,999.999798,0,36.0161938
179,2999.999978,0.106491797,34.72265451,-50,FALSE,6/8/15 18:00,2.11E-05,28.07898443,0,2.11E-05,0,34.72265451
180,2999.999978,-0.159538547,36.8438562,-50,FALSE,6/8/15 19:00,6.23E-06,38.99208293,0,6.23E-06,0,36.8438562
181,2999.999978,-0.120729914,38.99208293,-50,FALSE,6/8/15 20:00,0.001288437,32.88341546,0,0.001288437,0,38.99208293
182,2999.999978,0.060016184,40.91824228,-50,FALSE,6/8/15 21:00,0.000924693,40.4573346,0,0.000924693,0,40.91824228
183,2999.999978,0.052307145,43.74069201,-50,FALSE,6/8/15 22:00,0.000678634,44.35035173,0,0.000678634,0,43.74069201
184,2999.999978,0.08684007,47.14647413,-50,FALSE,6/8/15 23:00,0.00056507,44.82423403,0,0.00056507,0,47.14647413
185,2999.999978,0.07762195,51.59990668,-50,FALSE,6/9/15 0:00,0.000167846,54.75495386,0,0.000167846,0,51.59990668
186,2999.999978,-0.152814267,57.6028587,-50,FALSE,6/9/15 1:00,0.000245189,62.86941484,0,0.000245189,0,57.6028587
187,2969.868505,30.4358318,69.14348293,2104.439417,FALSE,6/9/15 2:00,30.30465442,89.16105888,0,30.30465442,0,69.14348293
188,2969.868505,-0.158607922,92.39776815,-50,FALSE,6/9/15 3:00,999.9999801,91.67072712,0,999.9999801,0,92.39776815
189,2969.868505,0.21908911,94.40646989,-50,FALSE,6/9/15 4:00,999.9999904,68.06367593,0,999.9999904,0,94.40646989
190,2969.868505,-0.256063852,70.2484812,-50,FALSE,6/9/15 5:00,999.9999878,53.35980551,0,999.9999878,0,70.2484812
191,2969.868505,0.325773892,56.51289321,-50,FALSE,6/9/15 6:00,999.999975,42.400309,0,999.999975,0,56.51289321
192,2969.868505,0.226040684,48.47083854,-50,FALSE,6/9/15 7:00,999.9999731,39.69226594,0,999.9999731,0,48.47083854
193,2969.868505,0.204138432,43.24032478,-50,FALSE,6/9/15 8:00,999.9995966,35.72136541,0,999.9995966,0,43.24032478
194,2969.868505,0.364303544,39.95457359,-50,FALSE,6/9/15 9:00,999.999977,29.12046506,0,999.999977,0,39.95457359
195,2969.868505,0.196670829,37.66127538,-50,FALSE,6/9/15 10:00,999.9998944,27.03159133,0,999.9998944,0,37.66127538
196,2969.868505,-0.102191051,36.52168234,-50,FALSE,6/9/15 11:00,969.5656354,24.03261947,0,969.5656354,0,36.52168234
197,2999.999925,-30.43577782,36.1180169,-1134.913053,FALSE,6/9/15 12:00,-30.43577782,37.28878098,0,-30.43577782,0,36.1180169
198,2999.999925,0.022588354,37.28878098,-50,FALSE,6/9/15 13:00,0.000738967,34.62624858,0,0.000738967,0,37.28878098
199,2999.999925,-0.485370932,41.41548239,-50,FALSE,6/9/15 14:00,999.9998962,36.35390228,0,999.9998962,0,41.41548239
200,2999.999925,0.191611379,45.95698734,-50,FALSE,6/9/15 15:00,999.9999864,33.89216107,0,999.9999864,0,45.95698734
201,2999.999925,-0.23235473,43.35033003,-50,FALSE,6/9/15 16:00,999.9997547,27.90842976,0,999.9997547,0,43.35033003
202,2999.999925,0.241975398,36.0161938,-50,FALSE,6/9/15 17:00,999.9995547,26.70103112,0,999.9995547,0,36.0161938
203,2999.999925,-3.23E-05,34.72265451,-50,FALSE,6/9/15 18:00,-3.23E-05,36.8438562,0,-3.23E-05,0,34.72265451
204,2999.999925,-4.77E-05,37.06919487,-50,FALSE,6/9/15 19:00,-4.77E-05,38.99208293,0,-4.77E-05,0,37.06919487
